CODCLI;VENDAS;DATA
4679;82;13/04/2021
6701;150,759;13/04/2021
3073;396;13/04/2021
801;485,762;13/04/2021
5945;647,275;13/04/2021
6046;310,2;24/05/2021
4782;1570,084;25/05/2021
4599;983,145;26/05/2021
120;707;26/05/2021
3718;513,68;27/05/2021
3617;0;27/05/2021
1872;583,908;07/01/2021
3208;220;15/01/2021
1752;212,7;18/01/2021
4555;636,286;18/01/2021
4552;588;23/02/2021
3272;242,02;24/02/2021
801;556,981;24/02/2021
4928;1738,005;25/02/2021
6657;607,5;25/02/2021
739;594;07/04/2021
799;418;08/04/2021
741;472,254;12/04/2021
5740;693,052;13/04/2021
672;437;28/05/2021
6337;1500;28/05/2021
824;370,64;28/05/2021
4479;1198,09;28/05/2021
3643;536;31/05/2021
6190;201;07/01/2021
5959;514,538;13/01/2021
1033;369,5;19/01/2021
1916;417,05;19/01/2021
3339;386,217;19/01/2021
799;414,6;20/01/2021
4871;437,696;21/01/2021
6287;178,8;08/03/2021
2169;685,518;08/03/2021
5728;284,366;08/03/2021
672;655,179;08/03/2021
739;1475,388;08/03/2021
1903;217,5;08/03/2021
3073;150;09/03/2021
5672;1676,591;10/03/2021
824;427;14/04/2021
5681;639;15/04/2021
739;532,8;15/04/2021
4679;400,39;15/04/2021
5959;783,03;15/04/2021
75;1350,3;15/04/2021
5959;231,2;28/05/2021
765;218,54;28/05/2021
6549;411,6;31/05/2021
1213;401,89;31/05/2021
50;286;31/05/2021
10;3794,912;31/05/2021
4594;969,8;29/12/2020
708;628,956;22/01/2021
593;373,979;22/01/2021
3354;1125,209;22/01/2021
6246;555,074;22/01/2021
5941;302,55;24/02/2021
4614;963;24/02/2021
6611;297,541;24/02/2021
2550;190,184;25/02/2021
6427;261;25/02/2021
4303;205,611;25/02/2021
15;514,335;19/04/2021
3491;198,5;13/04/2021
5728;330,541;14/04/2021
294;3575,743;14/04/2021
3718;1276,23;16/04/2021
6611;825,737;19/04/2021
5267;2763,378;19/04/2021
5663;742,95;02/06/2021
1167;258,938;03/06/2021
490;328;03/06/2021
2598;1019,37;03/06/2021
3772;207,46;03/06/2021
5712;188;04/06/2021
4614;203,01;14/01/2021
5728;4782,905;14/01/2021
410;7775;20/01/2021
1576;265;22/01/2021
1447;403,588;22/01/2021
958;380;22/01/2021
5684;870;22/01/2021
5740;253,27;22/01/2021
5883;2162,251;03/03/2021
5945;1312,413;03/03/2021
5072;784;04/03/2021
123;620,178;04/03/2021
652;343,978;04/03/2021
88;1550,912;04/03/2021
6433;150,2;13/04/2021
6591;327,636;13/04/2021
2169;1242,263;14/04/2021
1529;428,68;28/05/2021
6433;192,4;31/05/2021
3880;480;31/05/2021
5518;3113,707;31/05/2021
105;1273,536;31/05/2021
5034;1126,611;31/05/2021
4594;1159,2;07/01/2021
123;2430,839;07/01/2021
5052;349,753;18/01/2021
5964;1393;19/01/2021
3500;615,986;19/01/2021
5663;1346,7;25/02/2021
2501;105;26/02/2021
5048;172,53;02/03/2021
3404;579,826;02/03/2021
2873;1163,379;02/03/2021
740;2302,275;02/03/2021
6774;375;13/04/2021
405;974,707;13/04/2021
1576;153,95;14/04/2021
4169;198,9;15/04/2021
5826;482,48;31/05/2021
6082;362,32;31/05/2021
1916;376,825;31/05/2021
824;341,6;31/05/2021
429;486,5;28/12/2020
1453;414,933;20/01/2021
5034;225;20/01/2021
5947;787,132;21/01/2021
6606;2570,3;21/01/2021
410;918;21/01/2021
802;181,984;22/01/2021
4849;185,3;10/03/2021
3772;289,951;11/03/2021
3864;283,48;12/03/2021
294;624,362;12/03/2021
6543;467,8;15/03/2021
3119;500,717;15/04/2021
739;1373,805;20/04/2021
5959;655,75;20/04/2021
5034;1002;20/04/2021
6693;429,2;21/04/2021
5180;761;31/05/2021
5907;7980;31/05/2021
6264;224,4;31/05/2021
3944;227,492;01/06/2021
5947;225,52;01/06/2021
86;829,12;01/06/2021
2169;331,06;22/01/2021
1752;150,95;25/01/2021
5234;968,424;25/02/2021
4945;518,888;26/02/2021
1213;822,1;26/02/2021
5319;726,877;26/02/2021
4152;259,45;26/02/2021
741;1766,102;01/03/2021
801;721,16;20/04/2021
2036;161;20/04/2021
6549;168,8;20/04/2021
5684;796,124;20/04/2021
740;297;07/06/2021
1447;815,146;07/06/2021
4782;364,505;08/06/2021
3772;200,093;29/12/2020
2793;473,715;11/01/2021
3620;324;25/01/2021
6311;695,453;25/01/2021
4104;2021,1;25/01/2021
4594;392,9;05/03/2021
5737;91,465;05/03/2021
6657;334,079;05/03/2021
2482;3704,249;05/03/2021
50;365,156;08/03/2021
4890;236,6;09/03/2021
1480;5533;16/04/2021
739;882,255;16/04/2021
1034;5359;19/04/2021
6082;519,47;19/04/2021
5717;465;19/04/2021
1213;556,5;19/04/2021
1480;6234,1;02/06/2021
6923;520,6;02/06/2021
1576;429,18;03/06/2021
4404;201,19;03/06/2021
5966;440,14;29/12/2020
3281;634,6;29/12/2020
4890;398,6;19/01/2021
2873;377,236;19/01/2021
6352;1578,73;02/03/2021
4614;839;02/03/2021
4871;1143,853;03/03/2021
1256;251,6;03/03/2021
5430;3333,677;03/03/2021
4552;566,431;04/03/2021
1958;642,515;19/04/2021
6584;1336;19/04/2021
2038;3445;19/04/2021
4768;369,68;19/04/2021
740;2047,17;01/06/2021
1872;717,65;01/06/2021
6252;529,14;02/06/2021
4479;921,263;03/06/2021
72;1310;06/01/2021
3944;449,944;07/01/2021
4208;1268,035;07/01/2021
3673;1386,786;08/01/2021
5684;332,083;22/01/2021
6132;597,02;22/01/2021
3404;818,94;22/01/2021
5941;280,3;15/03/2021
2793;897,443;15/03/2021
5187;1915;15/03/2021
3673;512,363;23/04/2021
1616;538,412;23/04/2021
429;651,588;02/06/2021
4169;462;04/06/2021
2482;71;04/06/2021
5941;178,9;07/06/2021
801;1471;29/12/2020
482;1740;25/01/2021
6185;164;26/01/2021
5990;1030,406;01/03/2021
3354;971,956;01/03/2021
2793;923,953;01/03/2021
3953;198,129;02/03/2021
739;1340,794;20/04/2021
4303;190,4;20/04/2021
10;2900,107;20/04/2021
17;450,4;20/04/2021
6057;968,4;22/04/2021
4871;1002;20/04/2021
405;668;20/04/2021
76;1184,26;21/04/2021
740;2459,887;08/06/2021
716;729,009;08/06/2021
716;2226,953;08/06/2021
15;579,12;08/06/2021
4540;155,05;08/06/2021
4890;258,52;26/01/2021
4965;212,9;26/01/2021
5647;688,554;26/01/2021
6442;322,431;26/01/2021
6492;1500;10/03/2021
5890;163,62;10/03/2021
2873;677,663;10/03/2021
4575;172,3;12/03/2021
12;905;12/03/2021
262;274,8;20/04/2021
1447;669,24;20/04/2021
3980;627,97;20/04/2021
2598;1293,75;20/04/2021
6923;59;07/06/2021
3864;804,27;07/06/2021
5663;1335,8;07/06/2021
6764;659,9;07/06/2021
5013;1117,694;07/06/2021
652;284,4;07/06/2021
75;1769,6;08/06/2021
740;722,215;19/01/2021
2850;888,5;22/01/2021
2293;260,124;20/01/2021
2482;2817,6;22/01/2021
2482;1750;22/01/2021
4945;220;04/03/2021
5430;2331,409;04/03/2021
1942;351,458;05/03/2021
2106;412,2;08/03/2021
5980;324;08/03/2021
5990;944,174;08/03/2021
5850;16349,512;09/03/2021
4152;872,4;19/04/2021
5679;990,01;19/04/2021
5728;796,255;19/04/2021
5728;190;20/04/2021
5980;540;20/04/2021
1253;501,36;20/04/2021
1144;519,1;03/06/2021
6737;347,986;04/06/2021
2482;4194;04/06/2021
1576;455;04/06/2021
5663;443,3;07/01/2021
3980;2175;08/01/2021
2251;311,5;08/01/2021
3673;300,093;08/01/2021
2106;2400;25/01/2021
5850;3823,575;25/01/2021
4552;255;25/01/2021
5850;15307,635;16/03/2021
81;275,427;16/03/2021
4782;1667,83;16/03/2021
4782;600,11;16/03/2021
6246;647,023;17/03/2021
3003;185;17/03/2021
6264;410,803;17/03/2021
4466;1419,522;27/04/2021
6185;344,59;28/04/2021
103;1410,2;28/04/2021
6591;370,033;28/04/2021
2482;2547;28/04/2021
5746;354,7;28/04/2021
4594;1130;07/06/2021
741;2422,857;08/06/2021
2106;2241,23;08/06/2021
103;2549,65;08/06/2021
6352;1773,617;08/06/2021
410;245;08/06/2021
405;1134;27/01/2021
6591;560,873;26/01/2021
2482;1344;27/01/2021
3267;204,8;27/01/2021
5888;318,388;27/01/2021
5746;275,54;27/01/2021
199;1389,51;27/01/2021
4606;1767,83;27/01/2021
3003;446,731;28/01/2021
2221;313,92;02/03/2021
1447;579,371;03/03/2021
4965;239,25;03/03/2021
4594;590,5;03/03/2021
4552;486,76;22/04/2021
5108;1470,971;22/04/2021
6390;270;22/04/2021
10;1734,527;26/04/2021
4515;1472,5;26/04/2021
963;426,8;26/04/2021
5990;732,49;26/04/2021
3620;226,15;27/04/2021
4466;666,825;08/06/2021
4768;212,8;10/06/2021
4104;2845;27/01/2021
294;1489,62;27/01/2021
1529;497,405;27/01/2021
1447;1266,547;27/01/2021
5990;666,1;15/03/2021
741;455;15/03/2021
1144;362,6;17/03/2021
652;298,794;17/03/2021
5667;680,673;17/03/2021
740;950,6;20/04/2021
716;2529,427;20/04/2021
482;1002;20/04/2021
1256;393,15;08/06/2021
765;187,775;08/06/2021
4628;526,62;08/06/2021
5883;2732,762;08/06/2021
2482;4610,223;22/01/2021
5559;154;25/01/2021
1942;850;27/01/2021
5712;215,735;09/03/2021
294;3595,55;09/03/2021
5966;396,004;09/03/2021
2850;462;20/04/2021
2482;4495;20/04/2021
2482;4495;20/04/2021
5728;1002;20/04/2021
6827;336,35;22/04/2021
741;2628,646;26/04/2021
4614;420;22/04/2021
958;364,04;04/06/2021
1546;237,3;04/06/2021
5647;643,46;04/06/2021
6241;470;25/01/2021
4555;380,956;26/01/2021
5980;377,7;26/01/2021
4832;399,6;27/01/2021
3720;319,6;28/01/2021
5034;464,104;28/01/2021
1481;1410,763;17/03/2021
5712;345,158;17/03/2021
5737;225,094;17/03/2021
2169;612,12;17/03/2021
834;815,978;29/04/2021
48;1082,626;29/04/2021
6748;304,8;30/04/2021
5935;343,44;09/06/2021
1447;831,095;09/06/2021
3715;1742,661;09/06/2021
1213;0;09/06/2021
1616;278,12;01/02/2021
739;1297,728;01/02/2021
410;3285,983;01/02/2021
1903;358,545;05/03/2021
10;3657,889;09/03/2021
6606;1152,5;09/03/2021
5728;238,364;27/04/2021
5964;2226,776;28/04/2021
1576;182;28/04/2021
1628;273,25;28/04/2021
1903;2098,717;28/04/2021
5740;261,12;10/06/2021
5319;227,4;10/06/2021
3952;262,476;10/06/2021
2221;473,751;10/06/2021
137;217,34;10/06/2021
12;310;28/01/2021
3404;700,4;28/01/2021
2221;1256,495;28/01/2021
5994;209;29/01/2021
5071;403,363;29/01/2021
6692;1118;18/03/2021
5941;170;18/03/2021
5663;1030,5;18/03/2021
4628;219,15;19/03/2021
5690;480,84;21/04/2021
4594;770;21/04/2021
5684;10946,066;23/04/2021
765;277,4;23/04/2021
1167;438,973;23/04/2021
1167;153,109;23/04/2021
5034;218,397;23/04/2021
801;745,5;08/06/2021
174;627;09/06/2021
3175;2809,2;09/06/2021
2873;195,999;09/06/2021
6576;1218,528;09/06/2021
6390;324,03;27/01/2021
6390;239,88;27/01/2021
2174;367,2;28/01/2021
4594;362,5;28/01/2021
179;310;28/01/2021
5399;248;28/01/2021
6508;3264,83;28/01/2021
1034;234;11/03/2021
1447;599,414;11/03/2021
3241;4406;11/03/2021
2221;2032,21;11/03/2021
1256;329,7;12/03/2021
716;1071,33;26/04/2021
684;254,5;28/04/2021
5430;2605,2;29/04/2021
482;2220,165;29/04/2021
2482;1835,6;30/04/2021
739;495;07/06/2021
4515;1822,99;07/06/2021
423;264;07/06/2021
1481;1369,948;28/01/2021
4594;980;29/01/2021
3181;951,2;29/01/2021
6523;280,963;29/01/2021
6073;1068,84;01/02/2021
75;1835,239;17/03/2021
5850;650;17/03/2021
3944;923,487;18/03/2021
3404;620;18/03/2021
5071;0;19/03/2021
5684;796,124;22/03/2021
4928;1193,079;22/03/2021
410;4760;03/05/2021
5950;604,7;03/05/2021
3404;442,498;03/05/2021
4303;190,4;04/05/2021
15;644,97;04/05/2021
294;0;04/05/2021
4039;9370,4;09/06/2021
423;155;09/06/2021
5719;483,6;09/06/2021
652;212,7;09/06/2021
410;589;09/06/2021
410;560,8;01/02/2021
5321;258,52;02/02/2021
103;1262,709;02/02/2021
3404;1020,649;02/02/2021
6584;213,931;02/02/2021
6693;190;11/03/2021
3794;341,5;11/03/2021
2038;343,4;15/03/2021
1863;276;30/04/2021
5941;274,35;30/04/2021
5072;1146;04/05/2021
801;214,044;04/05/2021
4628;594,7;04/05/2021
6208;258,987;14/06/2021
741;2207,387;14/06/2021
1236;625;14/06/2021
5672;2928,254;29/01/2021
878;173,4;29/01/2021
5947;236,34;29/01/2021
4575;381,4;29/01/2021
2382;2442,5;29/01/2021
4871;473,69;29/01/2021
740;175,568;29/01/2021
5559;161,64;22/03/2021
5108;284,079;22/03/2021
3620;411,654;22/03/2021
739;1798,463;22/03/2021
5740;186,431;22/03/2021
4552;567,196;22/03/2021
4599;505;26/04/2021
740;2461,052;26/04/2021
3119;1064,232;27/04/2021
6304;440;27/04/2021
4240;793,7;09/06/2021
4679;183,52;09/06/2021
137;224;09/06/2021
6874;251,72;09/06/2021
294;3276,839;09/06/2021
5982;295,68;09/06/2021
1616;452,47;28/01/2021
76;1347,756;28/01/2021
75;1434,167;28/01/2021
1447;579,408;29/01/2021
5966;263;29/01/2021
5071;497,846;13/03/2021
5740;243,541;15/03/2021
3073;240;15/03/2021
741;1309,042;15/03/2021
6304;649,23;16/03/2021
834;439;03/05/2021
5180;335,27;03/05/2021
741;1910,679;03/05/2021
17;4419,808;03/05/2021
765;299,18;03/05/2021
739;1337,81;03/05/2021
739;651,472;03/05/2021
2106;336,185;07/06/2021
5990;664,52;07/06/2021
3854;276,12;07/06/2021
5480;554,985;07/06/2021
5768;1976,35;08/06/2021
6252;943,44;08/06/2021
690;248,7;03/02/2021
4277;225;03/02/2021
4027;365,6;05/02/2021
799;308,7;05/02/2021
5981;150,608;08/02/2021
741;1180,05;08/02/2021
1447;653,035;08/02/2021
105;669,983;22/03/2021
6046;293,25;23/03/2021
4208;519,938;24/03/2021
4419;423,072;24/03/2021
4594;714;24/03/2021
4479;1122,014;24/03/2021
5850;21269,243;05/05/2021
4048;600,012;05/05/2021
5452;1738;05/05/2021
6549;1960;05/05/2021
1616;520,23;05/05/2021
5030;221,16;06/05/2021
410;6741,25;09/06/2021
76;816,584;10/06/2021
6311;527,535;10/06/2021
6427;880,1;10/06/2021
2873;395,568;10/06/2021
5728;915;10/06/2021
6618;310;03/02/2021
4419;756,102;03/02/2021
4977;413,4;15/03/2021
5034;1433,071;16/03/2021
4515;597,6;17/03/2021
1962;352,368;17/03/2021
4552;604,329;18/03/2021
5034;1539,024;04/05/2021
1114;240;05/05/2021
1033;185,25;04/05/2021
438;1014;05/05/2021
1447;1264,027;05/05/2021
3272;204;05/05/2021
410;980;14/06/2021
6046;221,26;14/06/2021
824;901,64;14/06/2021
801;317,74;14/06/2021
3673;971,909;14/06/2021
3620;293,3;14/06/2021
1616;1062,23;29/01/2021
2169;734,45;29/01/2021
80;1386,68;29/01/2021
86;299,045;29/01/2021
105;844;29/01/2021
3282;154,379;01/02/2021
3491;326,114;01/02/2021
103;1336,377;01/02/2021
1627;157,11;27/04/2021
4479;1345,581;28/04/2021
4104;2311,1;29/04/2021
120;942;29/04/2021
5712;254,44;09/06/2021
6073;2266,289;09/06/2021
5962;419,424;10/06/2021
482;497,5;09/06/2021
4163;175,3;10/06/2021
5200;521,05;11/06/2021
3175;17619;29/01/2021
765;206,713;29/01/2021
5850;3515,463;01/02/2021
685;1091,181;02/02/2021
5945;744,348;16/03/2021
4303;197;16/03/2021
2038;3995;16/03/2021
740;1834,264;16/03/2021
5684;728;17/03/2021
6038;159,44;17/03/2021
741;0;03/05/2021
3339;263,38;05/05/2021
294;1295,4;05/05/2021
6446;205,15;06/05/2021
6208;209;08/06/2021
6337;933,6;09/06/2021
5180;239,6;09/06/2021
179;760;09/06/2021
12;380;09/06/2021
3371;154,509;08/02/2021
5947;846,015;08/02/2021
716;455;08/02/2021
1220;261,726;08/02/2021
25;343,4;09/02/2021
4782;606;09/02/2021
741;606;09/02/2021
3922;668,575;24/03/2021
3003;626,715;25/03/2021
4575;156,856;25/03/2021
1447;314,824;25/03/2021
5712;772,086;25/03/2021
6337;8330;29/03/2021
3119;962,443;06/05/2021
3980;435;06/05/2021
3600;940;06/05/2021
410;290;06/05/2021
120;1162;06/05/2021
429;533,3;10/06/2021
2482;3926;11/06/2021
2482;1597;11/06/2021
410;2718;04/02/2021
5981;239;05/02/2021
5981;380;05/02/2021
4614;555;08/02/2021
2169;393,35;08/02/2021
103;1358,843;08/02/2021
3175;3048,281;08/02/2021
739;823,52;19/03/2021
3864;650,64;19/03/2021
76;1331,477;19/03/2021
6427;285,635;19/03/2021
6611;1263,778;05/05/2021
2873;1066,101;05/05/2021
3073;869,695;05/05/2021
4871;1121,705;05/05/2021
12;880;05/05/2021
4540;822;05/05/2021
716;538,23;06/05/2021
690;732,4;19/04/2021
3864;1060,256;19/04/2021
5430;750;21/04/2021
4515;632,254;21/04/2021
6241;235;22/04/2021
4491;984;22/04/2021
684;297,1;22/04/2021
6548;388;22/04/2021
1213;177,9;25/05/2021
5966;225,98;26/05/2021
1447;297,147;27/05/2021
5500;221,786;27/05/2021
3772;343,6;27/05/2021
1028;2689,5;12/03/2021
1462;522,31;17/06/2021
10;504,108;17/06/2021
5108;546;17/06/2021
5663;747,4;17/06/2021
4491;322;22/01/2021
4594;676;22/01/2021
80;1698,921;22/01/2021
5690;522,341;26/01/2021
4624;299,7;26/01/2021
2816;395;26/01/2021
142;465;17/05/2021
123;423,03;17/05/2021
4606;918,322;17/05/2021
3417;650,32;18/05/2021
801;160,578;18/05/2021
6875;418,8;18/05/2021
4539;154,65;11/03/2021
5850;17406,877;17/06/2021
2221;1419,758;17/06/2021
410;5913,017;29/01/2021
5881;1213,24;03/02/2021
3854;234,502;03/02/2021
5890;265,428;03/02/2021
6326;645,381;03/02/2021
5;738,278;22/03/2021
2793;1250,68;22/03/2021
765;275,325;22/03/2021
824;946,168;22/03/2021
4732;454,8;23/03/2021
5690;246,4;20/05/2021
2221;633,951;20/05/2021
2106;3494,75;20/05/2021
2106;3494,75;20/05/2021
2106;3494,75;20/05/2021
5926;758;20/05/2021
4479;1877,38;21/05/2021
739;455;23/02/2021
3922;2153,252;17/06/2021
824;306,4;17/06/2021
1845;391,809;17/06/2021
1447;298,143;17/06/2021
802;444,21;08/02/2021
765;420,643;08/02/2021
6082;230,55;08/02/2021
4591;1269,985;08/02/2021
1481;1415,416;09/02/2021
5990;428,8;22/03/2021
716;2046,17;23/03/2021
6311;2369,138;27/04/2021
1628;560,25;27/04/2021
4871;238,364;27/04/2021
438;830,04;27/04/2021
5334;810,2;27/04/2021
716;297;07/06/2021
4614;3077,8;20/04/2021
6185;179,4;07/06/2021
5950;742,65;08/06/2021
6311;827,925;09/06/2021
3354;592,877;08/06/2021
1916;695,432;16/02/2021
5890;441,351;16/02/2021
6046;154,2;17/02/2021
4849;155,8;22/04/2021
5712;251,218;23/04/2021
1447;1265,346;26/04/2021
1213;638,6;27/04/2021
4066;201,6;27/05/2021
3119;543,83;27/05/2021
1616;288,7;27/05/2021
123;377;27/05/2021
1481;254,98;27/05/2021
3181;809,387;28/05/2021
86;976,77;17/06/2021
2482;225;17/06/2021
4066;268,9;17/06/2021
740;380;17/06/2021
4594;198;17/06/2021
4552;156;17/06/2021
2793;1267,184;17/06/2021
3269;515,4;27/01/2021
716;1573,4;28/01/2021
739;2202,76;28/01/2021
4479;549,868;28/01/2021
5518;3834,7;29/01/2021
5108;1172,989;29/01/2021
2793;1703,573;01/02/2021
4628;275,825;25/03/2021
2482;4054,423;25/03/2021
294;3434;26/03/2021
5013;700,69;26/03/2021
5890;587,608;26/03/2021
6185;254,295;29/03/2021
5030;601,362;18/05/2021
953;273,36;19/05/2021
6252;918,23;19/05/2021
4594;686;18/06/2021
5663;231,8;18/06/2021
6311;3031,679;18/06/2021
5;254;18/06/2021
2482;4990;18/06/2021
4491;264;05/02/2021
410;158;05/02/2021
142;288,18;08/02/2021
4240;715,487;09/02/2021
1253;462,28;09/02/2021
4277;384,5;23/03/2021
6073;508,793;24/03/2021
3854;252,926;24/03/2021
6701;148,953;25/03/2021
5990;304;21/05/2021
2169;364,2;21/05/2021
122;707;21/05/2021
2482;1360,8;24/05/2021
2850;346,7;24/05/2021
1480;3902,3;24/05/2021
5941;364,75;24/05/2021
824;567,933;04/02/2021
4614;200;04/02/2021
5935;625,999;05/02/2021
690;317,7;09/02/2021
740;1688,531;09/02/2021
4404;158,146;09/02/2021
2169;523,548;09/02/2021
2169;606;09/02/2021
4027;812,226;11/02/2021
2482;680;11/02/2021
716;1084,057;23/03/2021
1616;290,7;23/03/2021
741;2758,102;23/03/2021
6352;1608;23/03/2021
1481;1167,877;26/03/2021
1576;424,8;28/04/2021
4240;941,1;28/04/2021
3980;165,84;28/04/2021
1134;699,6;28/04/2021
1616;431,04;28/04/2021
1447;417,578;28/04/2021
1480;1629;27/01/2021
2265;2650;27/01/2021
6611;1674,217;27/01/2021
4594;838;08/02/2021
294;539,486;16/03/2021
739;787,6;03/03/2021
3767;433;17/02/2021
6264;192,45;18/02/2021
4552;506,047;18/02/2021
741;1811,48;18/02/2021
4039;11685;29/04/2021
6337;6921;30/04/2021
4152;278,35;30/04/2021
5959;976,168;30/04/2021
179;1207,5;03/06/2021
4594;2984,732;04/06/2021
6508;1186,878;04/06/2021
6427;228,5;04/06/2021
5663;219,6;28/01/2021
5430;699;21/01/2021
294;2606,239;28/01/2021
2873;382;28/01/2021
5452;3223,993;28/01/2021
652;483,605;04/02/2021
765;402,987;02/02/2021
716;1403,662;02/02/2021
1628;241,4;02/02/2021
2202;3695,459;02/02/2021
3119;460;02/02/2021
6617;484,5;02/02/2021
6252;209,104;02/02/2021
801;379,69;02/02/2021
6427;366,98;31/03/2021
294;960;31/03/2021
4871;2492,681;31/03/2021
2850;165;01/04/2021
5492;695,675;01/04/2021
5950;222,816;21/05/2021
6390;197,2;20/05/2021
120;1649;21/05/2021
150;2591;21/05/2021
3241;5596,026;07/01/2021
81;1170,565;16/01/2021
86;1363,088;16/01/2021
4152;722,37;18/01/2021
5990;955,482;18/01/2021
4782;1278,036;09/02/2021
5992;598;10/02/2021
438;1625,8;11/02/2021
958;396,8;26/03/2021
4594;340;29/03/2021
6701;308,8;31/03/2021
4027;1186,5;30/03/2021
5826;155,52;01/04/2021
6185;185;01/04/2021
1576;290;01/04/2021
824;417,8;24/05/2021
5072;0;24/05/2021
2873;1935,55;25/05/2021
3864;736,272;26/05/2021
410;6680;26/05/2021
123;2020;27/05/2021
3119;790;28/12/2020
5108;226;28/12/2020
4732;289,5;28/12/2020
4724;262,92;28/12/2020
3854;377,307;28/12/2020
5724;381,777;28/12/2020
834;669,881;12/02/2021
5935;721,976;11/02/2021
5663;474,48;12/02/2021
103;226,52;15/02/2021
1576;705,36;17/02/2021
5885;505,136;17/02/2021
5850;4622,5;17/02/2021
4027;270,852;17/02/2021
3208;278;29/03/2021
2482;4495;29/03/2021
2482;4495;29/03/2021
685;1798;29/03/2021
741;2218,748;29/03/2021
4594;553,2;30/03/2021
2850;394;29/04/2021
5452;4015;29/04/2021
86;747,44;30/04/2021
3620;234,35;03/05/2021
3403;452,401;15/03/2021
6252;532,942;15/03/2021
3281;167,6;15/03/2021
2873;1832,464;16/03/2021
6701;150,4;16/03/2021
1903;1859,554;16/03/2021
739;1811,48;18/02/2021
3617;1795,765;19/02/2021
5513;12314,067;22/02/2021
5684;870;22/02/2021
4479;1999,373;23/02/2021
3282;261,93;03/05/2021
5500;354,8;03/05/2021
4782;2299,257;04/05/2021
4575;153,69;04/05/2021
4163;908,88;04/05/2021
6433;192,4;07/06/2021
824;642;07/06/2021
6264;211,2;07/06/2021
2850;441;07/06/2021
5430;1192,09;07/06/2021
4303;216;07/06/2021
4027;1025,78;07/06/2021
6287;193,7;24/12/2020
5890;175,33;24/12/2020
5048;274,936;24/12/2020
2251;356,5;29/12/2020
17;1203,826;29/12/2020
4871;288,96;29/12/2020
294;4024,833;03/02/2021
6264;150,4;05/02/2021
6042;426,73;05/02/2021
5890;335,236;05/02/2021
2106;2730,312;05/02/2021
4740;455,59;01/04/2021
4871;668,789;01/04/2021
562;437;05/04/2021
4552;425,75;05/04/2021
6264;248;05/04/2021
741;748,12;24/05/2021
103;1640,16;24/05/2021
3003;234;24/05/2021
5943;4249,5;25/05/2021
5663;885;30/12/2020
1616;554,934;30/12/2020
5034;399,411;08/01/2021
6390;350;13/01/2021
3175;258;18/01/2021
4404;152,5;18/01/2021
1872;333,5;12/02/2021
5768;426,096;12/02/2021
50;355,13;15/02/2021
799;390,65;16/02/2021
1033;208,05;16/02/2021
4766;249,44;05/04/2021
1481;705,206;07/04/2021
684;332;07/04/2021
4498;597,72;07/04/2021
294;2235,309;07/04/2021
15;635,905;28/05/2021
4491;645;31/05/2021
1028;7169,5;31/05/2021
142;582;02/06/2021
4594;693;02/06/2021
5941;168;08/01/2021
4135;266,138;15/01/2021
2482;1018;08/01/2021
1144;656,65;19/01/2021
48;504;17/02/2021
4679;627,406;18/02/2021
5690;261;18/02/2021
3980;1074,323;18/02/2021
1616;358,145;19/02/2021
6352;1593,935;05/04/2021
3073;1644,219;05/04/2021
3643;595;05/04/2021
3281;528,9;03/05/2021
4404;205,81;03/05/2021
5962;511,05;04/05/2021
5728;382;28/12/2020
48;722,4;28/12/2020
5430;2587,5;28/12/2020
294;155,622;25/01/2021
802;165,44;25/01/2021
6186;338;23/02/2021
6433;524,373;23/02/2021
740;1733,598;23/02/2021
3903;411,25;23/02/2021
1962;415,8;23/02/2021
25;195,403;23/02/2021
25;193,672;04/05/2021
4027;358,7;04/05/2021
824;1369,744;04/05/2021
75;1982,55;04/05/2021
6287;229;07/06/2021
4724;173,47;07/06/2021
5318;336,6;07/06/2021
3281;3042;07/06/2021
4552;1006,61;07/06/2021
3241;1516,309;07/06/2021
1916;429,92;07/06/2021
5724;1542,391;23/12/2020
123;1454,939;29/12/2020
6337;234,5;29/12/2020
10;5255,924;29/12/2020
5712;646;09/02/2021
4303;236,267;09/02/2021
294;794,002;09/02/2021
739;786,7;09/02/2021
294;3999,489;10/02/2021
4874;376,005;10/02/2021
4871;797,7;10/02/2021
1144;125,7;06/04/2021
2638;719,2;06/04/2021
5728;975;06/04/2021
105;997,797;07/04/2021
4832;544,82;08/04/2021
6576;753,509;27/05/2021
3617;214,72;28/05/2021
3528;243;28/05/2021
2482;3008,8;31/05/2021
3620;1551,75;28/12/2020
4606;2514,803;30/12/2020
5935;365,783;30/12/2020
1628;289,85;06/01/2021
2293;2302,238;08/01/2021
5034;627;18/01/2021
3281;1265;16/02/2021
672;732,64;16/02/2021
2169;279,105;17/02/2021
3767;4445;18/02/2021
4594;280;19/02/2021
410;1012;19/02/2021
4515;222;08/04/2021
4871;843,921;08/04/2021
672;202;09/04/2021
4479;878,7;09/04/2021
4768;168,68;09/04/2021
5768;2183,69;12/04/2021
5872;392,9;12/04/2021
4594;179;02/06/2021
5728;2442,9;02/06/2021
3922;532,603;03/06/2021
410;113,4;03/06/2021
410;3288;03/06/2021
410;4950;03/06/2021
1481;570,335;29/12/2020
5108;236,717;11/01/2021
5041;240,8;12/01/2021
958;114;12/01/2021
5728;3540;12/01/2021
4614;119;19/02/2021
765;392,836;19/02/2021
1903;438,754;22/02/2021
2850;231;05/04/2021
1903;795,265;05/04/2021
6433;252,73;05/04/2021
