CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,Y,clr,clf,clv,rfv,cluster
174,3911,14,1,3,6,7,35,241,168864.24,57,3,3,2,8,alto valor
176,3893,84,4,35,41,40.33608806019741,1975,52,22058.6,NA,2,2,1,5,médio valor
177,3926,122,50,46,72.66666666666667,42.770706486254504,1118,104,24719.3,NA,1,1,1,3,baixo valor
179,3911,7,7,35,16.333333333333332,16.165807537309522,0,291,327165.76,27,3,3,2,8,alto valor
180,3537,2,3,4,3,1,0,125,66395.38,29,3,1,1,5,médio valor
182,3914,96,147,15,86,66.56575696257048,365,60,29218.77,NA,3,1,1,5,médio valor
184,3920,7,7,7,7,0,3536,46,19836.36,NA,0,2,1,3,baixo valor
185,3613,14,7,35,18.666666666666668,14.571661996262929,454,198,148911.44,NA,3,3,2,8,alto valor
187,3890,96,4,11,37,51.21523210920751,343,96,86137.89,NA,3,1,1,5,médio valor
190,3914,5,31,26,20.666666666666668,13.796134724383252,882,203,105476.2,NA,1,3,2,6,médio valor
191,3870,89,62,77,76,13.527749258468683,3642,4,663.4,NA,0,2,1,3,baixo valor
193,3904,142,49,124,105,49.3254498205541,532,58,33893.28,NA,3,1,1,5,médio valor
195,3866,49,112,75,78.66666666666667,31.65964834506747,15,64,13872,NA,3,1,1,5,médio valor
196,3921,43,9,12,21.333333333333332,18.823743871327334,740,165,95371.22,NA,1,1,1,3,baixo valor
197,3922,14,26,15,18.333333333333332,6.658328118479393,2753,71,12294.14,NA,0,1,1,2,baixo valor
198,3775,426,682,6,371.3333333333333,341.29947748763595,2652,5,4361.2,NA,0,2,1,3,baixo valor
199,3926,44,7,12,21,20.074859899884732,69,384,376092.9,NA,3,3,2,8,alto valor
201,3662,36,44,75,51.666666666666664,20.5993527406405,306,130,45984.2,NA,3,1,1,5,médio valor
202,3605,36,34,21,30.333333333333332,8.144527815247077,3465,7,1829.1,NA,0,2,1,3,baixo valor
203,3912,21,45,84,50,31.796226191169293,2211,28,6335.32,NA,2,2,1,5,médio valor
205,3922,20,13,14,15.666666666666666,3.7859388972001824,3521,41,9052.77,NA,0,2,1,3,baixo valor
206,3897,14,34,20,22.666666666666668,10.263202878893768,3404,10,2270.71,NA,0,2,1,3,baixo valor
207,3745,132,97,140,123,22.869193252058544,1710,29,29497.960000000003,NA,2,2,1,5,médio valor
208,3765,97,103,80,93.33333333333333,11.930353445448855,2346,12,3237.2400000000002,2374,2,2,1,5,médio valor
209,3925,56,20,50,42,19.28730152198591,674,385,118796,NA,1,3,2,6,médio valor
210,3925,48,8,20,25.333333333333332,20.526405757787536,674,256,75754.85,NA,1,3,1,5,médio valor
211,3926,29,26,23,26,3,3723,7,1188.7800000000002,NA,0,2,1,3,baixo valor
213,3922,14,152,8,58,81.4616474176652,1031,333,248502.01,NA,1,3,2,6,médio valor
220,3835,150,76,118,114.66666666666667,37.112441759244746,3261,12,5448.38,NA,0,2,1,3,baixo valor
224,3898,180,82,94,118.66666666666667,53.454030094402924,2396,16,3128.58,NA,2,2,1,5,médio valor
226,3925,26,3,4,11,13,1828,268,340145.19,NA,2,3,2,7,alto valor
230,3648,282,102,7,130.33333333333334,139.67223537028872,1084,305,620591.93,NA,1,3,0,4,baixo valor
233,3884,42,28,25,31.666666666666668,9.0737717258774655,1072,64,18559.1,NA,1,1,1,3,baixo valor
235,2624,356,167,55,192.66666666666666,152.13261758522836,1933,6,942.2,NA,2,2,1,5,médio valor
236,3793,392,139,204,245,131.3887361991126,3058,4,934,NA,0,2,1,3,baixo valor
238,3698,4,1,2,2.3333333333333335,1.5275252316519468,1,62,52478.909999999996,23,3,1,1,5,médio valor
239,3737,4,204,90,99.33333333333333,100.32613484697461,1282,16,3106,NA,1,2,1,4,baixo valor
240,3558,6,9,17,10.666666666666666,5.686240703077327,2227,160,42534.87,NA,2,1,1,4,baixo valor
243,3824,62,20,167,83,75.71657678474378,2942,7,9093.63,NA,0,2,1,3,baixo valor
249,3911,181,8,3,64,101.35580891098448,1577,62,38944.33,NA,2,1,1,4,baixo valor
257,3915,94,7,14,38.333333333333336,48.33563212924119,3036,40,11764.85,NA,0,2,1,3,baixo valor
261,3907,6,15,165,62,89.31405264570633,905,214,108537.5,NA,1,3,2,6,médio valor
262,3866,18,10,7,11.666666666666666,5.686240703077327,40,87,37853.24,48,3,1,1,5,médio valor
269,3890,91,23,26,46.666666666666664,38.42308333974947,2771,34,22091.829999999998,NA,0,2,1,3,baixo valor
270,3920,7,20,1,9.333333333333334,9.71253485622231,114,30,11495.38,NA,3,2,1,6,médio valor
272,3834,449,377,100,308.6666666666667,184.26158941389096,98,36,10257.28,NA,3,2,1,6,médio valor
274,3913,710,113,124,315.6666666666667,341.5469709034664,1951,39,3608.28,NA,2,2,1,5,médio valor
275,3835,54,78,36,56,21.071307505705477,35,89,34065.16,40,3,1,1,5,médio valor
277,3921,77,34,43,51.333333333333336,22.678918257565403,1394,67,34263.44,NA,1,1,1,3,baixo valor
280,3920,7,7,7,7,0,2298,143,75617.28,NA,2,1,1,4,baixo valor
281,3914,34,41,363,146,187.96010214936572,2907,29,9902.49,NA,0,2,1,3,baixo valor
286,3925,4,2,36,14,19.078784028338912,3550,18,4246.22,NA,0,2,1,3,baixo valor
290,3737,30,7,7,14.666666666666666,13.279056191361393,2779,61,16798.97,NA,0,1,1,2,baixo valor
294,3844,5,2,7,4.666666666666667,2.516611478423583,0,705,1111155.11,2,3,0,0,3,baixo valor
297,3901,58,8,32,32.666666666666664,25.006665778014735,3471,12,2600.45,NA,0,2,1,3,baixo valor
299,3908,27,36,1477,513.3333333333334,834.5719461696118,1835,15,26503.55,NA,2,2,1,5,médio valor
301,3905,32,29,45,35.333333333333336,8.504900548115382,3403,19,18327.58,NA,0,2,1,3,baixo valor
308,3631,24,29,3566,1206.3333333333333,2043.5328070117528,12,4,2907.44,20,3,2,1,6,médio valor
316,3886,125,17,42,61.333333333333336,56.536124144951195,3485,9,440.76,NA,0,2,1,3,baixo valor
317,3886,15,20,20,18.333333333333332,2.886751345948129,1932,88,44094.27,NA,2,1,1,4,baixo valor
318,3724,104,30,13,49,48.38388161361178,3577,4,1413,NA,0,2,1,3,baixo valor
319,3816,85,181,63,109.66666666666667,62.748173944213974,3311,6,1809.8,NA,0,2,1,3,baixo valor
327,3379,14,20,22,18.666666666666668,4.163331998932265,42,139,217308.86000000002,75,3,1,2,6,médio valor
331,3920,35,1,4,13.333333333333334,18.823743871327334,1806,187,48222.54,NA,2,3,1,6,médio valor
332,3905,295,1,1771,689,948.4998682129587,1245,13,9260.55,NA,1,2,1,4,baixo valor
338,3901,7,7,7,7,0,1,68,52879.14,7,3,1,1,5,médio valor
342,3654,43,2,3449,1164.6666666666667,1978.396909958498,160,4,4240,NA,3,2,1,6,médio valor
346,3901,33,100,13,48.666666666666664,45.566800780100124,3605,5,2962.94,NA,0,2,1,3,baixo valor
350,3779,1400,678,86,721.3333333333334,658.0709181640937,1615,4,1617.84,NA,2,2,1,5,médio valor
351,1939,62,16,32,36.666666666666664,23.35237318418266,407,91,83623.65,NA,3,1,1,5,médio valor
352,1939,42,68,87,65.66666666666667,22.5905584998099,407,88,61409.2,NA,3,1,1,5,médio valor
353,3852,195,163,224,194,30.512292604784715,1763,11,10641,NA,2,2,1,5,médio valor
355,1349,57,7,17,27,26.457513110645905,981,14,16010.75,NA,1,2,1,4,baixo valor
356,3897,27,82,15,41.333333333333336,35.72580766523457,155,253,353985.94,199,3,3,2,8,alto valor
364,2758,397,382,6,261.6666666666667,221.54081640486328,798,80,31212.66,NA,1,1,1,3,baixo valor
378,3583,139,293,173,201.66666666666666,80.90323438116262,317,16,9525.35,NA,3,2,1,6,médio valor
379,2829,385,162,56,201,167.93153366774212,2184,5,1494,NA,2,2,1,5,médio valor
380,3905,24,693,29,248.66666666666666,384.81207534760824,1363,61,22352.29,NA,1,1,1,3,baixo valor
384,3745,1194,105,59,452.6666666666667,642.4253523432378,1745,13,10700.23,NA,2,2,1,5,médio valor
387,3799,16,14,505,178.33333333333334,282.9033992961791,13,43,40315.58,NA,3,2,1,6,médio valor
389,3730,59,75,62,65.33333333333333,8.504900548115382,369,54,7627.28,NA,3,2,1,6,médio valor
390,3730,104,576,118,266,268.55911825890405,1294,9,3224.66,NA,1,2,1,4,baixo valor
392,3907,23,42,42,35.666666666666664,10.969655114602888,2862,82,21479.16,NA,0,1,1,2,baixo valor
394,3919,52,36,9,32.333333333333336,21.73323108360405,3663,14,1918.21,NA,0,2,1,3,baixo valor
396,3130,14,7,2,7.666666666666667,6.027713773341708,42,22,23783.3,NA,3,2,1,6,médio valor
398,3906,82,29,14,41.666666666666664,35.72580766523457,3502,17,3712.06,NA,0,2,1,3,baixo valor
405,1980,36,27,1,21.333333333333332,18.175074506954115,12,177,177790.77,28,3,3,2,8,alto valor
406,3920,28,28,1,19,15.588457268119896,3863,4,1543.15,NA,0,2,1,3,baixo valor
410,3918,13,1,8,7.333333333333333,6.027713773341708,7,903,3835877.69,34,3,0,3,6,médio valor
412,3676,1283,36,38,452.3333333333333,719.3791304544033,1161,13,5934.0199999999995,NA,1,2,1,4,baixo valor
414,3906,28,21,204,84.33333333333333,103.69345848863048,384,63,55126.61,NA,3,1,1,5,médio valor
416,3834,194,147,83,141.33333333333334,55.716544520755534,2241,18,30852,NA,2,2,1,5,médio valor
419,3907,18,27,15,20,6.244997998398398,3477,33,4254.25,NA,0,2,1,3,baixo valor
423,3919,40,19,11,23.333333333333332,14.977761292440647,2,325,93878.33,8,3,3,1,7,alto valor
426,2879,350,208,172,243.33333333333334,94.11340676722597,1988,5,678.4200000000001,NA,2,2,1,5,médio valor
427,3921,3,11,15,9.666666666666666,6.110100926607787,467,203,149859.27,NA,3,3,2,8,alto valor
429,3577,19,1,12,10.666666666666666,9.0737717258774655,1,493,318175.82,20,3,0,2,5,médio valor
431,3914,14,206,172,130.66666666666666,102.45649483235962,61,106,57165.73,69,3,1,1,5,médio valor
432,3899,10,10,11,10.333333333333334,0.5773502691896257,1532,120,104105.15,NA,2,1,2,5,médio valor
434,3920,113,71,22,68.66666666666667,45.54484969053399,75,310,182645.91999999998,95,3,3,2,8,alto valor
437,3694,2,5,14,7,6.244997998398398,5,55,230021.45,21,3,2,2,7,alto valor
438,3880,42,13,62,39,24.63736998950984,23,96,104191.73,74,3,1,2,6,médio valor
442,3704,36,39,44,39.666666666666664,4.041451884327381,2604,45,54456.8,NA,0,2,1,3,baixo valor
444,3922,2,6,8,5.333333333333333,3.0550504633038935,2954,106,30240.81,NA,0,1,1,2,baixo valor
446,3884,183,351,293,275.6666666666667,85.33072912692903,2386,22,10380.539999999999,NA,2,2,1,5,médio valor
448,3920,9,7,11,9,2,2184,319,272194.47,NA,2,3,2,7,alto valor
450,2557,526,360,161,349,182.74846100583173,1510,4,752,NA,2,2,1,5,médio valor
454,3261,6,1,7,4.666666666666667,3.2145502536643185,1847,308,392705,NA,2,3,2,7,alto valor
459,3911,15,55,205,91.66666666666667,100.16652800877813,5,93,20163.75,13,3,1,1,5,médio valor
461,3905,75,37,80,64,23.515952032609693,3502,6,1045.3,NA,0,2,1,3,baixo valor
462,3911,18,14,75,35.666666666666664,34.122328955294556,45,89,73992.99,101,3,1,1,5,médio valor
463,3702,144,2032,566,914,990.9409669601919,29,22,7586.59,NA,3,2,1,6,médio valor
465,3925,6,13,2,7,5.5677643628300215,1948,263,161179.46,NA,2,3,2,7,alto valor
468,3862,27,711,24,254,395.7764520534288,3100,4,1047.5,NA,0,2,1,3,baixo valor
474,2970,37,42,44,41,3.605551275463989,2147,15,7186.78,NA,2,2,1,5,médio valor
479,3859,78,8,35,40.333333333333336,35.303446479534166,503,104,86453.87,NA,3,1,1,5,médio valor
482,2009,11,1,20,10.666666666666666,9.504384952922168,1,252,332407.68,3,3,3,2,8,alto valor
483,3922,31,21,24,25.333333333333332,5.131601439446884,3093,45,16489.42,NA,0,2,1,3,baixo valor
486,2806,174,93,78,115,51.64300533470143,2008,9,2298.62,NA,2,2,1,5,médio valor
488,3921,6,7,1,4.666666666666667,3.2145502536643185,2598,83,84210.08,NA,0,1,1,2,baixo valor
490,1875,6,27,58,30.333333333333332,26.159765544311238,15,30,10256,30,3,2,1,6,médio valor
497,3752,13,8,13,11.333333333333334,2.886751345948129,2,39,19465.01,8,3,2,1,6,médio valor
500,3666,260,14,92,122,125.71396103854178,3297,5,8667.3,NA,0,2,1,3,baixo valor
502,3418,278,84,26,129.33333333333334,131.9747450587927,2767,12,56968,NA,0,2,1,3,baixo valor
503,3918,13,58,23,31.333333333333332,23.629078131263043,2659,31,368609.97,NA,0,2,2,4,baixo valor
507,3921,11,2,12,8.333333333333334,5.507570547286102,3187,169,44523.56,NA,0,1,1,2,baixo valor
509,3267,1010,137,72,406.3333333333333,523.799898179957,1932,5,5010.57,NA,2,2,1,5,médio valor
512,2753,6,288,133,142.33333333333334,141.2314884625002,1716,99,35394.58,NA,2,1,1,4,baixo valor
513,3757,94,1,13,36,50.586559479766954,3483,9,885.08,NA,0,2,1,3,baixo valor
514,2855,16,4,8,9.333333333333334,6.110100926607787,2827,4,6838,NA,0,2,1,3,baixo valor
520,3894,1,20,34,18.333333333333332,16.563010998406458,2192,35,24754.43,NA,2,2,1,5,médio valor
521,3914,16,5,1,7.333333333333333,7.767453465154029,3184,32,27632.34,NA,0,2,1,3,baixo valor
527,3855,7,4,10,7,3,2248,21,23222.49,NA,2,2,1,5,médio valor
530,3765,364,375,6,248.33333333333334,209.93887999447205,128,48,81355.73,NA,3,2,1,6,médio valor
538,3886,7,78,13,32.666666666666664,39.3742724800514,3367,26,6346.17,NA,0,2,1,3,baixo valor
540,3327,7,644,7,219.33333333333334,367.77212147379163,2654,5,1084.93,NA,0,2,1,3,baixo valor
541,3803,76,12,23,37,34.219877264537345,22,175,81625,66,3,1,1,5,médio valor
543,3915,22,14,6,14,8,826,232,136255.86,NA,1,3,2,6,médio valor
544,1623,11,6,373,130,210.459022139703,436,26,6372.3,NA,3,2,1,6,médio valor
546,3926,32,1,87,40,43.55456348076513,3641,9,2710.76,NA,0,2,1,3,baixo valor
547,3908,110,360,224,231.33333333333334,125.16122935371534,2381,49,16903.91,NA,2,2,1,5,médio valor
551,3921,13,28,39,26.666666666666668,13.051181300301263,2820,67,56380.57,NA,0,1,1,2,baixo valor
554,3880,162,216,148,175.33333333333334,35.90728802532062,3157,6,1721.73,NA,0,2,1,3,baixo valor
555,3785,161,39,52,84,67,3533,4,216.7,NA,0,2,1,3,baixo valor
557,3724,6,7,22,11.666666666666666,8.962886439832502,2380,43,38190.84,NA,2,2,1,5,médio valor
559,3925,73,40,125,79.33333333333333,42.85246006162696,68,56,61309.57,NA,3,1,1,5,médio valor
562,1423,8,819,175,334,428.2417541529551,0,37,18673.48,NA,3,2,1,6,médio valor
565,3766,16,40,18,24.666666666666668,13.316656236958787,3561,22,1076.65,NA,0,2,1,3,baixo valor
566,3530,2856,52,46,984.6666666666666,1620.6249823242063,576,4,563.28,NA,1,2,1,4,baixo valor
573,3697,1,188,70,86.33333333333333,94.5639113686259,302,13,6773.1,NA,3,2,1,6,médio valor
582,3795,8,7,6,7,1,497,312,155592.19,NA,3,3,2,8,alto valor
583,3656,47,50,40,45.666666666666664,5.131601439446884,2213,37,11484.71,NA,2,2,1,5,médio valor
590,3865,27,239,34,100,120.42840196564929,3451,5,1263.1,NA,0,2,1,3,baixo valor
593,3107,1,6,1,2.6666666666666665,2.886751345948129,1,126,163861.71,6,3,1,2,6,médio valor
597,1402,48,25,391,154.66666666666666,204.99349583177838,335,17,22203.829999999998,NA,3,2,1,6,médio valor
601,3905,4,35,1,13.333333333333334,18.823743871327334,1,102,84896.24,8,3,1,1,5,médio valor
602,3190,454,35,34,174.33333333333334,242.19895403022147,2550,8,2934.65,NA,2,2,1,5,médio valor
606,3414,14,19,14,15.666666666666666,2.886751345948129,3123,20,7771.45,NA,0,2,1,3,baixo valor
607,3921,21,36,61,39.333333333333336,20.207259421636902,974,292,95752.68,NA,1,3,1,5,médio valor
608,3912,13,19,29,20.333333333333332,8.082903768654761,2738,51,55689.78,NA,0,2,1,3,baixo valor
610,3921,42,14,35,30.333333333333332,14.571661996262929,239,388,125297.97,NA,3,3,2,8,alto valor
611,3920,1,8,6,5,3.605551275463989,7,266,68429.46,8,3,3,1,7,alto valor
613,3864,288,103,52,147.66666666666666,124.17863476996892,3135,10,2669.4,NA,0,2,1,3,baixo valor
614,3200,33,37,8,26,15.716233645501712,3109,5,800.47,NA,0,2,1,3,baixo valor
615,3892,198,73,72,114.33333333333333,72.45918391296809,1743,36,7894.4,NA,2,2,1,5,médio valor
617,3828,53,36,30,39.666666666666664,11.930353445448855,1667,13,6820.45,NA,2,2,1,5,médio valor
619,3922,268,36,30,111.33333333333333,135.71047613700767,3180,14,1346.4,NA,0,2,1,3,baixo valor
621,3913,23,21,19,21,2,2918,32,12649.45,NA,0,2,1,3,baixo valor
622,3906,182,69,7,86,88.72992730753249,2368,85,58476.89,NA,2,1,1,4,baixo valor
623,3920,26,21,20,22.333333333333332,3.2145502536643185,3705,11,1705,NA,0,2,1,3,baixo valor
624,3641,586,22,19,209,326.49502293296905,2718,40,12751.11,NA,0,2,1,3,baixo valor
625,3921,7,7,4,6,1.7320508075688772,2185,309,112617.55,NA,2,3,2,7,alto valor
629,3922,31,28,28,29,1.7320508075688772,3835,4,2063.87,NA,0,2,1,3,baixo valor
630,3892,606,23,35,221.33333333333334,333.18513372197947,2431,60,11584.31,NA,2,1,1,4,baixo valor
631,3922,20,9,811,280,459.8923787148467,1162,228,80521.76,NA,1,3,1,5,médio valor
638,2787,49,125,19,64.33333333333333,54.63820397243428,2563,6,3910.51,NA,2,2,1,5,médio valor
642,3925,13,1,7,7,6,2024,441,552445.28,NA,2,0,0,2,baixo valor
643,2765,16,7,7,10,5.196152422706632,2301,29,16477.74,NA,2,2,1,5,médio valor
645,3924,57,6,15,26,27.2213151776324,1961,128,169046.32,NA,2,1,2,5,médio valor
