CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,ultcompjanela,clr,clf,clv,rfv,cluster
7184,883,10,24,13,15.6666666666667,7.371114795831994,737,11,7001.98,2022-01-24,1,2,1,4,low value costumers
7192,882,1,13,8,7.33333333333333,6.027713773341708,700,21,53143.5,2022-03-02,1,2,1,4,low value costumers
7193,874,7,7,7,7,0,2,83,47436.81,2024-01-29,3,1,1,5,mid value costumers
7196,842,13,6,22,13.6666666666667,8.020806277010642,21,29,17066.27,2024-01-10,3,2,1,6,mid value costumers
7198,877,23,3,32,19.3333333333333,14.843629385474879,707,8,1694.42,2022-02-23,1,2,1,4,low value costumers
7199,877,84,63,21,56,32.07802986469088,92,27,16599.94,2023-10-31,3,2,1,6,mid value costumers
7200,877,19,14,9,14,5,490,25,5599.67,2022-09-28,3,2,1,6,mid value costumers
7204,874,56,28,22,35.3333333333333,18.14754345175493,294,23,18822.44,2023-04-12,3,2,1,6,mid value costumers
7211,870,70,61,42,57.6666666666667,14.294521094927712,8,14,3033.54,2024-01-23,3,2,1,6,mid value costumers
7213,867,145,41,43,76.3333333333333,59.47548514584251,638,4,919.54,2022-05-03,1,2,1,4,low value costumers
7217,868,1,43,34,26,22.11334438749598,446,10,13914,2022-11-11,3,2,1,6,mid value costumers
7219,868,44,49,54,49,5,678,5,2007.19,2022-03-24,1,2,1,4,low value costumers
7223,867,44,34,113,63.6666666666667,43.015501081974314,26,17,17069.99,2024-01-05,3,2,1,6,mid value costumers
7224,867,57,22,61,46.6666666666667,21.455380055672126,489,13,25812.49,2022-09-29,3,2,1,6,mid value costumers
7227,866,15,14,22,17,4.358898943540674,712,12,3228.63,2022-02-18,1,2,1,4,low value costumers
7228,859,20,28,32,26.6666666666667,6.110100926607787,632,6,3982.7200000000003,2022-05-09,1,2,1,4,low value costumers
7229,862,36,28,63,42.3333333333333,18.33939293797189,22,29,39456.28,2024-01-09,3,2,1,6,mid value costumers
7230,861,12,402,61,158.333333333333,212.43901085566497,119,19,10439.05,2023-10-04,3,2,1,6,mid value costumers
7231,861,88,35,17,46.6666666666667,36.90979996333404,358,10,4125.24,2023-02-07,3,2,1,6,mid value costumers
7233,861,81,87,92,86.6666666666667,5.507570547286102,152,9,2102.82,2023-09-01,3,2,1,6,mid value costumers
7235,855,7,11,24,14,8.888194417315589,660,8,1643,2022-04-11,1,2,1,4,low value costumers
7236,859,7,113,12,44,59.80802621722272,497,14,19040.63,2022-09-21,3,2,1,6,mid value costumers
7239,819,35,17,11,21,12.489995996796797,278,36,17064.52,2023-04-28,3,2,1,6,mid value costumers
7242,856,21,14,173,69.3333333333333,89.84616482261963,245,41,12498.2,2023-05-31,3,2,1,6,mid value costumers
7243,854,12,15,27,18,7.937253933193772,723,11,7546.4,2022-02-07,1,2,1,4,low value costumers
7245,853,15,14,36,21.6666666666667,12.42309676905615,307,16,11397.51,2023-03-30,3,2,1,6,mid value costumers
7246,853,2,46,41,29.6666666666667,24.090108620206205,686,8,4188.71,2022-03-16,1,2,1,4,low value costumers
7248,852,49,28,28,35,12.12435565298214,425,12,6102.68,2022-12-02,3,2,1,6,mid value costumers
7250,849,23,13,22,19.3333333333333,5.507570547286102,791,4,3579,2021-12-01,1,2,1,4,low value costumers
7251,848,54,50,198,100.666666666667,84.31686268673268,504,5,1113,2022-09-14,3,2,1,6,mid value costumers
7252,743,13,17,7,12.3333333333333,5.033222956847166,497,23,8023.85,2022-09-21,3,2,1,6,mid value costumers
7253,847,22,69,51,47.3333333333333,23.713568549109883,460,16,6542.21,2022-10-28,3,2,1,6,mid value costumers
7255,847,55,42,22,39.6666666666667,16.623276853055575,581,10,3247.09,2022-06-29,1,2,1,4,low value costumers
7258,846,47,20,100,55.6666666666667,40.69807530256601,652,6,1899.3,2022-04-19,1,2,1,4,low value costumers
7259,847,7,7,7,7,0,2,150,77696.83,2024-01-29,3,1,1,5,mid value costumers
7261,817,21,64,6,30.3333333333333,30.105370506494907,719,5,420.08000000000004,2022-02-11,1,2,1,4,low value costumers
7270,834,14,50,62,42,24.979991993593593,8,58,13475.57,2024-01-23,3,1,1,5,mid value costumers
7273,835,43,40,20,34.3333333333333,12.503332889007368,1,32,24347.36,2024-01-30,3,2,1,6,mid value costumers
7276,832,56,55,32,47.6666666666667,13.576941236277534,681,5,5056.9,2022-03-21,1,2,1,4,low value costumers
7277,833,50,154,49,84.3333333333333,60.33517492585344,447,7,1462,2022-11-10,3,2,1,6,mid value costumers
7279,833,36,61,88,61.6666666666667,26.00640946638604,468,10,3679.91,2022-10-20,3,2,1,6,mid value costumers
7280,799,28,191,28,82.3333333333333,94.108093877909,279,9,8342.74,2023-04-27,3,2,1,6,mid value costumers
7281,832,45,161,28,78,72.38093671679029,118,29,8574.03,2023-10-05,3,2,1,6,mid value costumers
7282,496,6,14,8,9.33333333333333,4.163331998932265,258,13,10321.93,2023-05-18,3,2,1,6,mid value costumers
7285,810,24,24,18,22,3.4641016151377544,44,33,38136.83,2023-12-18,3,2,1,6,mid value costumers
7289,825,8,34,20,20.6666666666667,13.012814197295423,713,7,2050.6,2022-02-17,1,2,1,4,low value costumers
7291,825,34,14,9,19,13.228756555322953,7,21,5748.6900000000005,2024-01-24,3,2,1,6,mid value costumers
7296,825,63,22,44,43,20.518284528683193,19,17,24193.05,2024-01-12,3,2,1,6,mid value costumers
7298,819,63,13,1,25.6666666666667,32.88363321370273,120,33,26563.11,2023-10-03,3,2,1,6,mid value costumers
7299,821,124,126,27,92.3333333333333,56.58916268450465,513,5,825.36,2022-09-05,3,2,1,6,mid value costumers
7300,819,50,56,15,40.3333333333333,22.143471573656495,105,30,22341.329999999998,2023-10-18,3,2,1,6,mid value costumers
7302,799,7,7,5,6.33333333333333,1.1547005383792515,2,119,90138.31999999999,2024-01-29,3,1,1,5,mid value costumers
7303,817,14,21,33,22.6666666666667,9.60902353693305,589,13,10841.46,2022-06-21,1,2,1,4,low value costumers
7306,814,114,63,74,83.6666666666667,26.839026311200886,273,23,10357.4,2023-05-03,3,2,1,6,mid value costumers
7308,798,7,13,91,37,46.861498055439924,2,41,27943.29,2024-01-29,3,2,1,6,mid value costumers
7313,716,125,15,118,86,61.587336360651285,231,8,2589.89,2023-06-14,3,2,1,6,mid value costumers
7316,812,168,92,43,101,62.984124983998946,314,14,9537.16,2023-03-23,3,2,1,6,mid value costumers
7317,800,9,6,25,13.3333333333333,10.214368964029708,742,7,4128.36,2022-01-19,1,2,1,4,low value costumers
7318,681,30,14,56,33.3333333333333,21.197484127446195,210,7,5304.25,2023-07-05,3,2,1,6,mid value costumers
7319,798,112,65,21,66,45.50824101193101,573,5,1103.7,2022-07-07,1,2,1,4,low value costumers
7321,789,46,66,349,153.666666666667,169.4589429134188,29,28,48935.49,2024-01-02,3,2,1,6,mid value costumers
7323,805,8,7,22,12.3333333333333,8.386497083606082,699,8,1469.1200000000001,2022-03-03,1,2,1,4,low value costumers
7326,811,27,34,19,26.6666666666667,7.505553499465135,2,29,15130.21,2024-01-29,3,2,1,6,mid value costumers
7328,810,76,27,12,38.3333333333333,33.471380810079125,695,4,1549.69,2022-03-07,1,2,1,4,low value costumers
7330,805,73,9,9,30.3333333333333,36.95041722813605,121,74,30487.18,2023-10-02,3,1,1,5,mid value costumers
7335,716,61,13,32,35.3333333333333,24.172987679087857,316,9,2790.2,2023-03-21,3,2,1,6,mid value costumers
7338,811,36,19,16,23.6666666666667,10.785793124908958,85,47,21417.739999999998,2023-11-07,3,2,1,6,mid value costumers
7341,805,44,27,30,33.6666666666667,9.0737717258774655,531,10,3711.7,2022-08-18,3,2,1,6,mid value costumers
7342,730,217,3,5,75,122.97967311714567,468,7,11710.76,2022-10-20,3,2,1,6,mid value costumers
7350,805,41,111,36,62.6666666666667,41.93248541803041,219,12,5941.99,2023-06-26,3,2,1,6,mid value costumers
7351,805,11,3,4,6,4.358898943540674,2,101,153503.23,2024-01-29,3,1,2,6,mid value costumers
7352,797,33,31,31,31.6666666666667,1.1547005383792515,533,11,18993.7,2022-08-16,3,2,1,6,mid value costumers
7357,719,14,47,27,29.3333333333333,16.623276853055575,583,6,1885.4,2022-06-27,1,2,1,4,low value costumers
7359,804,506,64,89,219.666666666667,248.28679653443785,12,8,1572.6,2024-01-19,3,2,1,6,mid value costumers
7362,799,9,14,21,14.6666666666667,6.027713773341708,755,4,746.77,2022-01-06,1,2,1,4,low value costumers
7363,797,6,8,8,7.33333333333333,1.1547005383792515,29,56,61735.64,2024-01-02,3,1,1,5,mid value costumers
7364,792,28,42,20,30,11.135528725660043,16,23,7907.81,2024-01-15,3,2,1,6,mid value costumers
7366,800,27,1,14,14,13,16,38,44966.26,2024-01-15,3,2,1,6,mid value costumers
7370,798,5,7,1,4.33333333333333,3.0550504633038935,0,143,318606.57,2024-01-31,3,1,2,6,mid value costumers
7373,798,7,13,15,11.6666666666667,4.163331998932265,0,55,28365.96,2024-01-31,3,2,1,6,mid value costumers
7377,762,25,39,24,29.3333333333333,8.386497083606082,495,11,17003.18,2022-09-23,3,2,1,6,mid value costumers
7378,782,57,78,66,67,10.535653752852738,518,5,821.9,2022-08-31,3,2,1,6,mid value costumers
7379,797,11,31,32,24.6666666666667,11.846237095944574,723,4,1369.74,2022-02-07,1,2,1,4,low value costumers
7380,796,10,7,14,10.3333333333333,3.5118845842842465,566,17,12055.61,2022-07-14,3,2,1,6,mid value costumers
7381,698,40,1,36,25.6666666666667,21.455380055672126,518,8,11065.71,2022-08-31,3,2,1,6,mid value costumers
7386,797,19,30,19,22.6666666666667,6.3508529610858835,520,8,1352,2022-08-29,3,2,1,6,mid value costumers
7387,797,12,12,7,10.3333333333333,2.886751345948129,9,41,26322.95,2024-01-22,3,2,1,6,mid value costumers
7388,757,55,88,77,73.3333333333333,16.802777548171413,13,19,14959.85,2024-01-18,3,2,1,6,mid value costumers
7389,715,60,64,85,69.6666666666667,13.428824718989125,506,4,1883.3,2022-09-12,3,2,1,6,mid value costumers
7390,792,21,12,14,15.6666666666667,4.725815626252608,198,31,14646.19,2023-07-17,3,2,1,6,mid value costumers
7391,796,56,1,79,45.3333333333333,40.079088479322145,131,13,8967.23,2023-09-22,3,2,1,6,mid value costumers
7392,796,21,18,24,21,3,12,45,46607.689999999995,2024-01-19,3,2,1,6,mid value costumers
7393,792,45,36,25,35.3333333333333,10.016652800877813,495,18,15037.4,2022-09-23,3,2,1,6,mid value costumers
7394,742,336,43,20,133,176.17888636269672,335,5,2287.93,2023-03-02,3,2,1,6,mid value costumers
7396,783,32,15,9,18.6666666666667,11.930353445448855,547,16,2963.1,2022-08-02,3,2,1,6,mid value costumers
7400,793,33,28,16,25.6666666666667,8.736894948054104,716,4,671.0699999999999,2022-02-14,1,2,1,4,low value costumers
7402,793,62,49,34,48.3333333333333,14.011899704655802,51,15,4424.62,2023-12-11,3,2,1,6,mid value costumers
7403,793,28,23,40,30.3333333333333,8.736894948054104,593,8,4724.46,2022-06-17,1,2,1,4,low value costumers
7406,792,64,16,77,52.3333333333333,32.129944496269104,349,10,34020.520000000004,2023-02-16,3,2,1,6,mid value costumers
7407,792,4,3,7,4.66666666666667,2.0816659994661326,2,139,90606.59,2024-01-29,3,1,1,5,mid value costumers
7408,792,26,42,41,36.3333333333333,8.962886439832502,589,8,2228,2022-06-21,1,2,1,4,low value costumers
7412,791,45,52,15,37.3333333333333,19.655363983740756,503,8,2210.7599999999998,2022-09-15,3,2,1,6,mid value costumers
7413,791,47,53,55,51.6666666666667,4.163331998932265,504,6,1093.6,2022-09-14,3,2,1,6,mid value costumers
7419,790,36,85,12,44.3333333333333,37.20663023351259,622,10,13269.06,2022-05-19,1,2,1,4,low value costumers
7420,789,20,14,14,16,3.4641016151377544,209,18,40641.53,2023-07-06,3,2,1,6,mid value costumers
7426,764,3,5,7,5,2,6,72,291708.75,2024-01-25,3,1,2,6,mid value costumers
7427,783,14,15,13,14,1,568,12,3134.04,2022-07-12,3,2,1,6,mid value costumers
7428,783,21,96,49,55.3333333333333,37.89898855290644,617,4,644.32,2022-05-24,1,2,1,4,low value costumers
7430,762,26,77,29,44,28.61817604250837,497,8,2214.12,2022-09-21,3,2,1,6,mid value costumers
7432,765,55,42,25,40.6666666666667,15.044378795195678,510,9,3760.12,2022-09-08,3,2,1,6,mid value costumers
7439,785,22,6,35,21,14.52583904633395,490,16,6171.79,2022-09-28,3,2,1,6,mid value costumers
7441,774,57,27,21,35,19.28730152198591,537,7,2306.68,2022-08-12,3,2,1,6,mid value costumers
7446,782,28,7,8,14.3333333333333,11.846237095944574,721,7,1230,2022-02-09,1,2,1,4,low value costumers
7448,779,31,77,32,46.6666666666667,26.27419519858474,502,7,1851.3,2022-09-16,3,2,1,6,mid value costumers
7453,779,243,177,117,179,63.02380502635492,58,8,2036.49,2023-12-04,3,2,1,6,mid value costumers
7455,776,20,17,28,21.6666666666667,5.686240703077327,672,6,3209.02,2022-03-30,1,2,1,4,low value costumers
7459,776,35,62,14,37,24.06241883103193,581,8,1939.65,2022-06-29,1,2,1,4,low value costumers
7460,778,22,16,4,14,9.16515138991168,474,13,7431.9,2022-10-14,3,2,1,6,mid value costumers
7462,720,28,14,21,21,7,484,11,4570.87,2022-10-04,3,2,1,6,mid value costumers
7467,777,13,50,36,33,18.681541692269406,575,8,7017.71,2022-07-05,1,2,1,4,low value costumers
7468,772,15,15,13,14.3333333333333,1.1547005383792515,692,5,1770,2022-03-10,1,2,1,4,low value costumers
7469,776,49,65,68,60.6666666666667,10.214368964029708,594,4,1577,2022-06-16,1,2,1,4,low value costumers
7472,776,3,3,365,123.666666666667,209.00079744664453,401,5,1205.6,2022-12-26,3,2,1,6,mid value costumers
7479,772,48,112,60,73.3333333333333,34.01960219246153,461,7,11864.18,2022-10-27,3,2,1,6,mid value costumers
7480,776,56,22,21,33,19.924858845171276,490,12,3030.17,2022-09-28,3,2,1,6,mid value costumers
7483,776,7,7,5,6.33333333333333,1.1547005383792515,9,101,41500.68,2024-01-22,3,1,1,5,mid value costumers
7485,776,16,7,13,12,4.58257569495584,6,58,20736.35,2024-01-25,3,1,1,5,mid value costumers
7490,751,31,26,12,23,9.848857801796104,356,14,3776.77,2023-02-09,3,2,1,6,mid value costumers
7491,768,5,49,28,27.3333333333333,22.00757445365875,253,17,12342.66,2023-05-23,3,2,1,6,mid value costumers
7492,709,34,42,37,37.6666666666667,4.041451884327381,13,19,15638.52,2024-01-18,3,2,1,6,mid value costumers
7494,775,22,22,26,23.3333333333333,2.309401076758503,672,5,5637.5,2022-03-30,1,2,1,4,low value costumers
7495,772,52,17,15,28,20.808652046684813,398,20,5514.85,2022-12-29,3,2,1,6,mid value costumers
7496,772,6,13,2,7,5.5677643628300215,751,4,1645.2,2022-01-10,1,2,1,4,low value costumers
7504,770,48,71,56,58.3333333333333,11.67618659209133,302,10,2460.41,2023-04-04,3,2,1,6,mid value costumers
7511,695,67,45,26,46,20.518284528683193,471,7,2627.62,2022-10-17,3,2,1,6,mid value costumers
7514,769,29,34,37,33.3333333333333,4.041451884327381,21,23,16690.43,2024-01-10,3,2,1,6,mid value costumers
7515,765,50,61,57,56,5.5677643628300215,21,16,4019.4,2024-01-10,3,2,1,6,mid value costumers
7517,765,26,7,21,18,9.848857801796104,694,6,1643.27,2022-03-08,1,2,1,4,low value costumers
7522,764,15,27,113,51.6666666666667,53.454030094402924,518,7,5452.06,2022-08-31,3,2,1,6,mid value costumers
7526,761,36,13,11,20,13.892443989449804,643,9,16469.06,2022-04-28,1,2,1,4,low value costumers
7527,762,10,10,44,21.3333333333333,19.629909152447276,475,14,6655.4,2022-10-13,3,2,1,6,mid value costumers
7528,762,64,57,6,42.3333333333333,31.65964834506747,383,7,1499.38,2023-01-13,3,2,1,6,mid value costumers
7529,762,14,36,5,18.3333333333333,15.947831618540915,84,27,22084.82,2023-11-08,3,2,1,6,mid value costumers
7530,756,2,4,15,7,7,6,90,32599.27,2024-01-25,3,1,1,5,mid value costumers
7536,755,14,27,1,14,13,674,6,1762.83,2022-03-28,1,2,1,4,low value costumers
7539,756,76,1,95,57.3333333333333,49.702447961175245,338,12,31449.39,2023-02-27,3,2,1,6,mid value costumers
7540,756,7,21,113,47,57.584720195551874,530,6,1944.47,2022-08-19,3,2,1,6,mid value costumers
7541,756,14,29,22,21.6666666666667,7.505553499465135,532,15,4196.23,2022-08-17,3,2,1,6,mid value costumers
7542,751,43,21,7,23.6666666666667,18.14754345175493,631,7,1153.49,2022-05-10,1,2,1,4,low value costumers
7546,755,3,57,97,52.3333333333333,47.1734388542253,369,8,3145.67,2023-01-27,3,2,1,6,mid value costumers
7550,754,194,195,57,148.666666666667,79.38723658960132,43,11,8472.48,2023-12-19,3,2,1,6,mid value costumers
7551,749,26,9,2,12.3333333333333,12.342339054382412,469,26,20576.739999999998,2022-10-19,3,2,1,6,mid value costumers
7555,755,29,42,70,47,20.952326839756964,614,4,1475.29,2022-05-27,1,2,1,4,low value costumers
7556,749,7,7,7,7,0,0,67,31378.89,2024-01-31,3,1,1,5,mid value costumers
7557,755,3,178,21,67.3333333333333,96.26179581398497,44,65,96860.57,2023-12-18,3,1,2,6,mid value costumers
7558,755,81,143,1,75,71.18988692223074,530,4,3645,2022-08-19,3,2,1,6,mid value costumers
7559,747,46,28,42,38.6666666666667,9.451631252505216,491,9,15339.23,2022-09-27,3,2,1,6,mid value costumers
7561,754,106,41,22,56.3333333333333,44.04921490030592,12,11,1713.07,2024-01-19,3,2,1,6,mid value costumers
7562,754,146,162,215,174.333333333333,36.11555528208494,231,4,2818.91,2023-06-14,3,2,1,6,mid value costumers
7563,748,26,36,6,22.6666666666667,15.275252316519467,527,19,10302.23,2022-08-22,3,2,1,6,mid value costumers
7565,751,70,54,10,44.6666666666667,31.069813860616115,518,7,15393.25,2022-08-31,3,2,1,6,mid value costumers
7566,750,8,6,7,7,1,1,105,138114.21,2024-01-30,3,1,2,6,mid value costumers
7567,751,111,23,22,52,51.09794516416487,6,25,10101.83,2024-01-25,3,2,1,6,mid value costumers
7569,751,76,28,46,50,24.24871130596428,79,15,6399.95,2023-11-13,3,2,1,6,mid value costumers
7570,750,141,113,133,129,14.422205101855956,40,6,982.33,2023-12-22,3,2,1,6,mid value costumers
7575,749,28,13,21,20.6666666666667,7.505553499465135,497,11,8710.15,2022-09-21,3,2,1,6,mid value costumers
7576,749,77,30,36,47.6666666666667,25.579940057266228,538,6,2669.74,2022-08-11,3,2,1,6,mid value costumers
7578,749,15,19,16,16.6666666666667,2.0816659994661326,1,49,56894.63,2024-01-30,3,2,1,6,mid value costumers
7581,749,25,8,15,16,8.54400374531753,8,17,10594.48,2024-01-23,3,2,1,6,mid value costumers
7587,748,14,10,18,14,4,664,9,5091.73,2022-04-07,1,2,1,4,low value costumers
7589,748,73,28,91,64,32.449961479175904,492,5,894.75,2022-09-26,3,2,1,6,mid value costumers
7592,748,15,12,17,14.6666666666667,2.516611478423583,616,8,3020.95,2022-05-25,1,2,1,4,low value costumers
7593,741,91,7,3,33.6666666666667,49.6923870762246,156,8,5483.32,2023-08-28,3,2,1,6,mid value costumers
7594,747,31,73,63,55.6666666666667,21.939310229205777,79,11,25067.22,2023-11-13,3,2,1,6,mid value costumers
7595,747,63,11,8,27.3333333333333,30.924639582917266,183,12,24701.07,2023-08-01,3,2,1,6,mid value costumers
7596,748,615,60,53,242.666666666667,322.4691199686155,20,4,734,2024-01-11,3,2,1,6,mid value costumers
7598,747,32,31,21,28,6.082762530298219,107,20,16254.43,2023-10-16,3,2,1,6,mid value costumers
7612,743,15,441,51,169,236.24563488030842,236,4,1727.5,2023-06-09,3,2,1,6,mid value costumers
7613,722,38,4,1,14.3333333333333,20.55075018906447,474,39,27686.23,2022-10-14,3,2,1,6,mid value costumers
7614,742,27,7,2,12,13.228756555322953,567,12,17809.45,2022-07-13,3,2,1,6,mid value costumers
7615,729,6,27,30,21,13.076696830622021,2,29,20325.24,2024-01-29,3,2,1,6,mid value costumers
7619,734,43,60,70,57.6666666666667,13.650396819628847,449,6,12537.8,2022-11-08,3,2,1,6,mid value costumers
7624,737,144,150,84,126,36.49657518178932,128,7,2284.25,2023-09-25,3,2,1,6,mid value costumers
7626,737,301,47,9,119,158.75767697972907,357,6,2973,2023-02-08,3,2,1,6,mid value costumers
7629,737,23,16,18,19,3.605551275463989,495,15,3498.58,2022-09-23,3,2,1,6,mid value costumers
7635,735,58,55,10,41,26.888659319497503,40,15,1954.5,2023-12-22,3,2,1,6,mid value costumers
7640,734,61,8,79,49.3333333333333,36.90979996333404,323,12,19170.44,2023-03-14,3,2,1,6,mid value costumers
7642,734,79,35,14,42.6666666666667,33.17127271199182,581,5,1141.75,2022-06-29,1,2,1,4,low value costumers
7644,730,5,1,10,5.33333333333333,4.509249752822894,7,75,42523.29,2024-01-24,3,1,1,5,mid value costumers
7645,733,24,27,27,26,1.7320508075688772,622,6,3963.5,2022-05-19,1,2,1,4,low value costumers
7648,730,4,85,71,53.3333333333333,43.293571501244074,43,14,14908.46,2023-12-19,3,2,1,6,mid value costumers
7651,729,85,33,1,39.6666666666667,42.39496825489239,14,16,3372.45,2024-01-17,3,2,1,6,mid value costumers
7652,729,30,36,29,31.6666666666667,3.7859388972001824,509,6,3811.25,2022-09-09,3,2,1,6,mid value costumers
7654,728,31,33,9,24.3333333333333,13.316656236958787,608,6,1887.01,2022-06-02,1,2,1,4,low value costumers
