CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,ultcompjanela,clr,clf,clv,rfv,cluster
3962,2576,50,12,16,26,20.8806130178211,2472,6,2008.3,2017-04-25,2,2,1,5,mid value costumers
3964,2575,85,46,14,48.3333333333333,35.557465226494045,337,73,35592.64,2023-02-28,3,1,1,5,mid value costumers
3965,2575,16,6,52,24.6666666666667,24.193663082165408,719,61,24576.59,2022-02-11,1,1,1,3,low value costumers
3966,2574,23,33,528,194.666666666667,288.7184326178939,832,147,87954.8,2021-10-21,1,1,1,3,low value costumers
3967,2574,93,40,52,61.6666666666667,27.79088579612628,2070,12,2186.5,2018-06-01,2,2,1,5,mid value costumers
3968,2571,55,21,7,27.6666666666667,24.684678108764825,2372,19,5885.54,2017-08-03,2,2,1,5,mid value costumers
3971,2571,168,104,42,104.666666666667,63.00264544710272,191,108,65244.64,2023-07-24,3,1,1,5,mid value costumers
3972,2570,46,56,71,57.6666666666667,12.583057392117917,23,46,29797.62,2024-01-08,3,2,1,6,mid value costumers
3973,2570,30,1239,69,446,687.0349336096382,238,33,12330.84,2023-06-07,3,2,1,6,mid value costumers
3974,2570,18,209,21,82.6666666666667,109.41815815180465,1692,37,8394.88,2019-06-14,2,2,1,5,mid value costumers
3976,2569,271,974,6,417,500.2429409796804,470,6,3751.53,2022-10-18,3,2,1,6,mid value costumers
3978,2567,15,20,21,18.6666666666667,3.2145502536643185,909,92,21667.74,2021-08-05,1,1,1,3,low value costumers
3980,2567,7,10,16,11,4.58257569495584,9,178,70238.44,2024-01-22,3,3,1,7,high value costumers
3984,2561,46,29,1,25.3333333333333,22.72296928953902,2424,7,1720.1,2017-06-12,2,2,1,5,mid value costumers
3987,2547,27,50,20,32.3333333333333,15.695009822658072,2121,18,10695.24,2018-04-11,2,2,1,5,mid value costumers
3989,2561,8,12,9,9.66666666666667,2.0816659994661326,1161,36,8081.93,2020-11-26,1,2,1,4,low value costumers
3990,2561,212,47,49,102.666666666667,94.69072464256114,1399,12,4876.88,2020-04-02,1,2,1,4,low value costumers
3991,2560,49,37,90,58.6666666666667,27.79088579612628,1476,20,10576.56,2020-01-16,1,2,1,4,low value costumers
3992,2560,35,45,60,46.6666666666667,12.583057392117917,16,117,52262.2,2024-01-15,3,1,1,5,mid value costumers
3993,2557,67,81,41,63,20.29778313018444,1926,6,3360.55,2018-10-23,2,2,1,5,mid value costumers
3995,2555,83,28,28,46.3333333333333,31.75426480542942,2416,4,1746.85,2017-06-20,2,2,1,5,mid value costumers
3996,2305,62,186,119,122.333333333333,62.06716791777544,247,14,5335.21,2023-05-29,3,2,1,6,mid value costumers
3997,2554,137,49,55,80.3333333333333,49.16638417997945,1783,14,4232.13,2019-03-15,2,2,1,5,mid value costumers
3998,2554,13,49,1081,381,606.4849544712548,1392,7,7265.7,2020-04-09,1,2,1,4,low value costumers
3999,2554,92,14,28,44.6666666666667,41.58525379666852,1933,20,5331.76,2018-10-16,2,2,1,5,mid value costumers
4000,2550,3,242,27,90.6666666666667,131.6067374161875,1290,31,7145.72,2020-07-20,1,2,1,4,low value costumers
4005,2549,55,32,53,46.6666666666667,12.741009902410928,618,111,71199.28,2022-05-23,1,1,1,3,low value costumers
4006,2547,61,69,72,67.3333333333333,5.686240703077327,1037,37,46637.63,2021-03-30,1,2,1,4,low value costumers
4007,2548,568,55,57,226.666666666667,295.6050292761159,1239,10,21063.12,2020-09-09,1,2,1,4,low value costumers
4008,2547,15,13,1079,369,614.878849855807,707,12,3093.71,2022-02-23,1,2,1,4,low value costumers
4012,2546,12,26,45,27.6666666666667,16.563010998406458,2431,6,3659.1,2017-06-05,2,2,1,5,mid value costumers
4015,2543,15,3,7,8.33333333333333,6.110100926607787,2490,6,2506.6,2017-04-07,2,2,1,5,mid value costumers
4017,2542,334,7,30,123.666666666667,182.51666590570116,910,18,4566.48,2021-08-04,1,2,1,4,low value costumers
4019,2541,175,56,35,88.6666666666667,75.5005518743627,323,63,60660.1,2023-03-14,3,1,1,5,mid value costumers
4020,2541,19,7,2,9.33333333333333,8.736894948054104,2227,29,44740.55,2017-12-26,2,2,1,5,mid value costumers
4021,2540,181,8,39,76,92.24424101265076,16,25,10199.87,2024-01-15,3,2,1,6,mid value costumers
4022,2540,69,81,207,119,76.44605941446557,1934,6,1147.33,2018-10-15,2,2,1,5,mid value costumers
4025,2539,186,105,62,117.666666666667,62.96295206971583,1787,7,2061.57,2019-03-11,2,2,1,5,mid value costumers
4026,2536,308,729,387,474.666666666667,223.77295040583735,516,6,2171.8199999999997,2022-09-02,3,2,1,6,mid value costumers
4027,2536,4,3,4,3.66666666666667,0.5773502691896257,2,394,182878.41,2024-01-29,3,3,2,8,high value costumers
4028,2519,6,21,14,13.6666666666667,7.505553499465135,1392,48,27340.47,2020-04-09,1,2,1,4,low value costumers
4029,2532,56,15,74,48.3333333333333,30.23794525647094,2387,4,706.39,2017-07-19,2,2,1,5,mid value costumers
4030,2532,54,22,187,87.6666666666667,87.50047618918045,1283,46,14269.55,2020-07-27,1,2,1,4,low value costumers
4031,2532,29,86,3,39.3333333333333,42.45389656242797,2372,6,2462.04,2017-08-03,2,2,1,5,mid value costumers
4033,2520,19,2,7,9.33333333333333,8.736894948054104,1737,37,16084.15,2019-04-30,2,2,1,5,mid value costumers
4036,2521,36,6,42,28,19.28730152198591,1919,23,21136.7,2018-10-30,2,2,1,5,mid value costumers
4039,2520,42,34,4,26.6666666666667,20.033305601755625,23,42,122896.68,2024-01-08,3,2,2,7,high value costumers
4041,2493,238,201,83,174,80.95060222135473,302,23,95803.7,2023-04-04,3,2,1,6,mid value costumers
4042,2471,223,133,144,166.666666666667,49.09514572066502,422,19,77232.4,2022-12-05,3,2,1,6,mid value costumers
4043,2493,245,363,50,219.333333333333,158.07065930568308,349,22,56479.56,2023-02-16,3,2,1,6,mid value costumers
4045,2518,68,50,84,67.3333333333333,17.009801096230763,1948,10,2584.64,2018-10-01,2,2,1,5,mid value costumers
4048,2505,76,52,47,58.3333333333333,15.50268793897798,42,71,30358.98,2023-12-20,3,1,1,5,mid value costumers
4050,2513,109,29,54,64,40.92676385936225,1759,11,3659.46,2019-04-08,2,2,1,5,mid value costumers
4051,2512,6,21,13,13.3333333333333,7.505553499465135,0,89,93206.24,2024-01-31,3,1,1,5,mid value costumers
4053,2511,57,29,61,49,17.435595774162696,1146,41,11594.74,2020-12-11,1,2,1,4,low value costumers
4054,2511,8,8,7,7.66666666666667,0.5773502691896257,2462,8,2014.21,2017-05-05,2,2,1,5,mid value costumers
4055,2506,84,1,14,33,44.64302857109943,2394,5,1448.45,2017-07-12,2,2,1,5,mid value costumers
4056,2507,15,12,6,11,4.58257569495584,1,151,78058,2024-01-30,3,1,1,5,mid value costumers
4060,2505,421,77,19,172.333333333333,217.29549772909087,1176,5,702,2020-11-11,1,2,1,4,low value costumers
4064,2500,1,38,49,29.3333333333333,25.146238950056397,1107,33,7445.68,2021-01-19,1,2,1,4,low value costumers
4066,2500,56,14,21,30.3333333333333,22.501851775650227,50,135,43460.46,2023-12-12,3,1,1,5,mid value costumers
4070,2498,1682,6,19,569,963.9081906488813,791,4,744.73,2021-12-01,1,2,1,4,low value costumers
4071,2498,141,34,181,118.666666666667,76.00219295081776,1063,24,9540.45,2021-03-04,1,2,1,4,low value costumers
4072,2497,28,2,24,18,14,14,49,15428.05,2024-01-17,3,2,1,6,mid value costumers
4074,2493,247,154,113,171.333333333333,68.66100300267492,1979,4,3171.2,2018-08-31,2,2,1,5,mid value costumers
4076,2492,27,29,36,30.6666666666667,4.725815626252608,1884,7,2944.59,2018-12-04,2,2,1,5,mid value costumers
4078,2493,14,7,28,16.3333333333333,10.692676621563626,1989,30,7916.74,2018-08-21,2,2,1,5,mid value costumers
4082,2487,81,3,28,37.3333333333333,39.82880029995045,1,61,37516.12,2024-01-30,3,1,1,5,mid value costumers
4083,2491,43,7,16,22,18.734993995195193,2168,36,33952,2018-02-23,2,2,1,5,mid value costumers
4085,2491,11,21,21,17.6666666666667,5.773502691896258,1780,34,29544.17,2019-03-18,2,2,1,5,mid value costumers
4086,2491,585,272,34,297,276.3494165001982,1202,16,3224.33,2020-10-16,1,2,1,4,low value costumers
4088,2487,41,23,35,33,9.16515138991168,2283,7,1481.4,2017-10-31,2,2,1,5,mid value costumers
4089,2491,4,37,33,24.6666666666667,18.009256878986797,2389,6,895.44,2017-07-17,2,2,1,5,mid value costumers
4090,2486,242,60,41,114.333333333333,110.96996590669627,2143,4,2079.0099999999998,2018-03-20,2,2,1,5,mid value costumers
4092,2486,82,2,6,30,45.077710678338576,1694,34,13798.38,2019-06-12,2,2,1,5,mid value costumers
4094,2485,105,61,359,175,160.86018774078315,1213,17,3226.84,2020-10-05,1,2,1,4,low value costumers
4100,2470,62,337,7,135.333333333333,176.80026395153752,1827,27,16238.2,2019-01-30,2,2,1,5,mid value costumers
4101,2478,7,7,7,7,0,0,79,22782.8,2024-01-31,3,1,1,5,mid value costumers
4102,2470,9,37,70,38.6666666666667,30.534133905079628,1468,36,40567.3,2020-01-24,1,2,1,4,low value costumers
4103,2478,3,20,7,10,8.888194417315589,2448,4,1126.2,2017-05-19,2,2,1,5,mid value costumers
4104,2477,66,18,41,41.6666666666667,24.00694344004112,16,118,166485.43,2024-01-15,3,1,2,6,mid value costumers
4105,2477,3,7,4,4.66666666666667,2.0816659994661326,2351,19,10398.61,2017-08-24,2,2,1,5,mid value costumers
4107,2477,149,12,68,76.3333333333333,68.87912117131964,560,8,15354.15,2022-07-20,3,2,1,6,mid value costumers
4108,2471,5,6,2,4.33333333333333,2.0816659994661326,2046,39,25590.08,2018-06-25,2,2,1,5,mid value costumers
4112,2470,21,28,21,23.3333333333333,4.041451884327381,2379,6,1656.7,2017-07-27,2,2,1,5,mid value costumers
4114,2469,55,70,36,53.6666666666667,17.03917055884274,1619,15,3682.59,2019-08-26,2,2,1,5,mid value costumers
4115,2469,85,4,43,44,40.50925820105819,1289,34,9792.05,2020-07-21,1,2,1,4,low value costumers
4118,2465,10,5,6,7,2.6457513110645907,1860,79,31965.83,2018-12-28,2,1,1,4,low value costumers
4119,2456,10,7,3,6.66666666666667,3.5118845842842465,1812,20,22894.67,2019-02-14,2,2,1,5,mid value costumers
4120,2456,13,7,7,9,3.4641016151377544,2086,25,36521,2018-05-16,2,2,1,5,mid value costumers
4121,2456,113,11,28,50.6666666666667,54.647354312293416,302,76,37908.55,2023-04-04,3,1,1,5,mid value costumers
4122,2456,19,15,12,15.3333333333333,3.5118845842842465,478,28,19760.46,2022-10-10,3,2,1,6,mid value costumers
4124,2445,19,5,37,20.3333333333333,16.041612554021285,1087,116,31284.65,2021-02-08,1,1,1,3,low value costumers
4126,2455,15,28,21,21.3333333333333,6.506407098647712,1415,32,18159.01,2020-03-17,1,2,1,4,low value costumers
4132,2438,455,29,16,166.666666666667,249.78857726752307,1938,4,1266.6599999999999,2018-10-11,2,2,1,5,mid value costumers
4133,2448,73,80,84,79,5.5677643628300215,846,21,7411.56,2021-10-07,1,2,1,4,low value costumers
4134,2445,29,39,23,30.3333333333333,8.082903768654761,2304,6,2082.95,2017-10-10,2,2,1,5,mid value costumers
4135,2445,386,42,4,144,210.43763921884317,21,121,76021.06,2024-01-10,3,1,1,5,mid value costumers
4136,2445,37,35,44,38.6666666666667,4.725815626252608,2329,4,1476.75,2017-09-15,2,2,1,5,mid value costumers
4143,2438,33,16,7,18.6666666666667,13.203534880225574,2353,9,1453.1,2017-08-22,2,2,1,5,mid value costumers
4145,2441,3,24,5,10.6666666666667,11.590225767142474,1899,11,6861.08,2018-11-19,2,2,1,5,mid value costumers
4146,2438,44,26,51,40.3333333333333,12.897028081435403,1603,17,4257.1,2019-09-11,2,2,1,5,mid value costumers
4148,2435,4,55,21,26.6666666666667,25.967928938083094,2312,7,8824.25,2017-10-02,2,2,1,5,mid value costumers
4151,2435,946,28,28,334,530.0075471160765,1280,7,1579.64,2020-07-30,1,2,1,4,low value costumers
4152,2434,9,7,6,7.33333333333333,1.5275252316519468,5,238,114003.37,2024-01-26,3,3,2,8,high value costumers
4155,2433,37,29,29,31.6666666666667,4.618802153517006,2338,4,1158.6,2017-09-06,2,2,1,5,mid value costumers
4156,623,34,1,13,16,16.703293088490067,518,6,3936.59,2022-08-31,3,2,1,6,mid value costumers
4157,2431,174,265,101,180,82.16446920658588,1177,39,7013.65,2020-11-10,1,2,1,4,low value costumers
4158,2430,22,34,98,51.3333333333333,40.85747585611883,2262,5,1593.6,2017-11-21,2,2,1,5,mid value costumers
4163,2428,1,7,7,5,3.4641016151377544,6,189,76177.25,2024-01-25,3,3,1,7,high value costumers
4166,2427,34,48,62,48,14,1926,9,6040.85,2018-10-23,2,2,1,5,mid value costumers
4167,2427,48,50,49,49,1,2052,8,1361.27,2018-06-19,2,2,1,5,mid value costumers
4168,2427,412,116,115,214.333333333333,171.18508502008385,1476,7,1840.55,2020-01-16,1,2,1,4,low value costumers
4169,2422,6,2,10,6,4,15,128,55742.28,2024-01-16,3,1,1,5,mid value costumers
4170,2371,17,26,16,19.6666666666667,5.507570547286102,1462,45,12389.78,2020-01-30,1,2,1,4,low value costumers
4175,2380,5,10,11,8.66666666666667,3.2145502536643185,2282,16,2133.3,2017-11-01,2,2,1,5,mid value costumers
4176,2417,50,36,40,42,7.211102550927978,1022,27,5605.37,2021-04-14,1,2,1,4,low value costumers
4177,2416,286,56,81,141,126.19429464123962,1668,8,1771.24,2019-07-08,2,2,1,5,mid value costumers
4179,2416,22,27,23,24,2.6457513110645907,980,56,30236.05,2021-05-26,1,1,1,3,low value costumers
4180,2416,55,75,123,84.3333333333333,34.947579792216416,1688,9,1387.9,2019-06-18,2,2,1,5,mid value costumers
4182,2415,29,240,6,91.6666666666667,128.97415761823504,1434,7,3517.53,2020-02-27,1,2,1,4,low value costumers
4185,2414,33,14,8,18.3333333333333,13.051181300301263,1479,42,40128.56,2020-01-13,1,2,1,4,low value costumers
4189,2410,35,30,20,28.3333333333333,7.637626158259733,48,38,25619.6,2023-12-14,3,2,1,6,mid value costumers
4191,2407,11,5,9,8.33333333333333,3.0550504633038935,453,30,28358.02,2022-11-04,3,2,1,6,mid value costumers
4192,2364,20,9,811,280,459.8923787148467,1162,34,13040.039999999999,2020-11-25,1,2,1,4,low value costumers
4193,2401,42,21,1,21.3333333333333,20.502032419575706,1680,35,10000.24,2019-06-26,2,2,1,5,mid value costumers
4194,2409,16,266,28,103.333333333333,141.00118202814235,2099,4,717.4300000000001,2018-05-03,2,2,1,5,mid value costumers
4195,2408,28,20,155,67.6666666666667,75.7385854986303,1673,35,9638.47,2019-07-03,2,2,1,5,mid value costumers
4197,2353,103,64,196,121,67.8159273327439,1,38,15662.43,2024-01-30,3,2,1,6,mid value costumers
4199,2359,504,36,64,201.333333333333,262.49063475357235,1020,14,2628.65,2021-04-16,1,2,1,4,low value costumers
4200,2359,352,56,41,149.666666666667,175.38624043331714,1020,40,13601.3,2021-04-16,1,2,1,4,low value costumers
4201,2403,282,243,472,332.333333333333,122.51666553303406,783,9,1894.65,2021-12-09,1,2,1,4,low value costumers
4204,2389,29,35,71,45,22.715633383201094,2000,8,3708.72,2018-08-10,2,2,1,5,mid value costumers
4205,2403,52,189,41,94,82.45604889879213,1797,12,7188.6,2019-03-01,2,2,1,5,mid value costumers
4207,2401,42,56,186,94.6666666666667,79.40612906654835,1136,18,6703.07,2020-12-21,1,2,1,4,low value costumers
4208,2401,15,15,60,30,25.98076211353316,6,214,195668.04,2024-01-25,3,3,2,8,high value costumers
4209,2402,85,91,156,110.666666666667,39.3742724800514,2029,5,708.6,2018-07-12,2,2,1,5,mid value costumers
4211,2400,89,43,13,48.3333333333333,38.279672586548244,1548,72,80940.5,2019-11-05,2,1,1,4,low value costumers
4212,2400,1388,77,75,513.333333333333,757.4842132568397,860,4,771.23,2021-09-23,1,2,1,4,low value costumers
4213,2400,37,20,34,30.3333333333333,9.0737717258774655,1693,33,9345.3,2019-06-13,2,2,1,5,mid value costumers
4214,2399,217,581,300,366,190.76425241643153,112,22,8617.02,2023-10-11,3,2,1,6,mid value costumers
4216,2399,13,17,35,21.6666666666667,11.718930554164631,1293,51,17515.13,2020-07-17,1,2,1,4,low value costumers
4217,2396,36,23,21,26.6666666666667,8.144527815247077,993,52,36398.88,2021-05-13,1,2,1,4,low value costumers
4218,2395,21,28,20,23,4.358898943540674,1779,10,5116.4,2019-03-19,2,2,1,5,mid value costumers
4220,2394,68,36,4,36,32,1780,19,4774.98,2019-03-18,2,2,1,5,mid value costumers
4221,2394,111,65,106,94,25.238858928247925,1484,21,5985.7,2020-01-08,1,2,1,4,low value costumers
4224,2394,147,51,83,93.6666666666667,48.880807412862296,2113,4,836.5,2018-04-19,2,2,1,5,mid value costumers
4225,2394,154,210,71,145,69.93568473962345,776,8,2798.22,2021-12-16,1,2,1,4,low value costumers
4227,2393,76,41,96,71,27.83882181415011,513,55,15724.55,2022-09-05,3,2,1,6,mid value costumers
4229,2392,82,50,55,62.3333333333333,17.21433511156714,645,43,16807.82,2022-04-26,1,2,1,4,low value costumers
4230,2392,60,3,47,36.6666666666667,29.871948937646057,2003,12,4284.7699999999995,2018-08-07,2,2,1,5,mid value costumers
4231,2373,11,10,42,21,18.193405398660254,2060,15,6874.96,2018-06-11,2,2,1,5,mid value costumers
4232,2389,14,102,14,43.3333333333333,50.80682368868707,1429,19,6970.23,2020-03-03,1,2,1,4,low value costumers
4233,2388,12,12,4,9.33333333333333,4.618802153517006,2081,17,5041.01,2018-05-21,2,2,1,5,mid value costumers
4235,2382,15,35,21,23.6666666666667,10.263202878893768,2119,10,2193.96,2018-04-13,2,2,1,5,mid value costumers
4236,2388,84,42,1,42.3333333333333,41.50100400391939,69,20,7415.78,2023-11-23,3,2,1,6,mid value costumers
4237,2387,9,21,85,38.3333333333333,40.85747585611883,684,37,20374,2022-03-18,1,2,1,4,low value costumers
4238,2387,142,36,21,66.3333333333333,65.9570567364352,2127,5,3095,2018-04-05,2,2,1,5,mid value costumers
4239,2361,8,21,13,14,6.557438524302,2197,10,1831.42,2018-01-25,2,2,1,5,mid value costumers
4240,2386,7,3,3,4.33333333333333,2.309401076758503,2,219,127692.09,2024-01-29,3,3,2,8,high value costumers
4242,2381,58,34,78,56.6666666666667,22.03028218914441,992,38,11772.18,2021-05-14,1,2,1,4,low value costumers
4243,2386,22,20,16,19.3333333333333,3.0550504633038935,2247,7,2788.1,2017-12-06,2,2,1,5,mid value costumers
4245,2385,151,62,35,82.6666666666667,60.69870948655608,1906,7,1481.46,2018-11-12,2,2,1,5,mid value costumers
4246,2382,217,27,14,86,113.63538181394033,156,76,32875.4,2023-08-28,3,1,1,5,mid value costumers
4247,2382,1088,49,104,413.666666666667,584.636924367024,958,8,2649.96,2021-06-17,1,2,1,4,low value costumers
4248,2381,22,32,4,19.3333333333333,14.189197769195175,539,54,82030.47,2022-08-10,3,2,1,6,mid value costumers
4249,2380,50,9,11,23.3333333333333,23.115651263447745,930,112,48289.1,2021-07-15,1,1,1,3,low value costumers
4250,2381,50,8,6,21.3333333333333,24.8461935381123,1727,53,11085.96,2019-05-10,2,2,1,5,mid value costumers
4251,2381,57,1812,184,684.333333333333,978.6502609887423,19,14,2246.28,2024-01-12,3,2,1,6,mid value costumers
4253,2379,110,43,211,121.333333333333,84.57146879020922,407,13,8335.22,2022-12-20,3,2,1,6,mid value costumers
4254,2379,275,105,60,146.666666666667,113.39459128782701,1939,4,803.78,2018-10-10,2,2,1,5,mid value costumers
4255,2379,106,29,16,50.3333333333333,48.6449723335653,2119,5,673,2018-04-13,2,2,1,5,mid value costumers
4257,2375,75,58,76,69.6666666666667,10.115993936995679,1961,7,1506.96,2018-09-18,2,2,1,5,mid value costumers
4258,2287,30,108,29,55.6666666666667,45.32475409015843,2044,5,1007.8,2018-06-27,2,2,1,5,mid value costumers
4259,2373,86,4,23,37.6666666666667,42.922410618851934,133,47,7016.06,2023-09-20,3,2,1,6,mid value costumers
4260,2372,90,581,50,240.333333333333,295.70311688132966,799,51,37378.6,2021-11-23,1,2,1,4,low value costumers
4261,2368,31,32,51,38,11.269427669584644,1672,23,5697.4800000000005,2019-07-04,2,2,1,5,mid value costumers
4262,2372,14,12,9,11.6666666666667,2.516611478423583,8,111,206540.46,2024-01-23,3,1,2,6,mid value costumers
4263,2372,107,74,53,78,27.2213151776324,1784,15,2642.95,2019-03-14,2,2,1,5,mid value costumers
4264,2372,27,23,6,18.6666666666667,11.150485789118488,1702,9,2881.5,2019-06-04,2,2,1,5,mid value costumers
4267,2368,12,9,22,14.3333333333333,6.8068592855540455,2171,11,2522.61,2018-02-20,2,2,1,5,mid value costumers
4268,2368,48,120,15,61,53.693575034635195,167,98,29266.42,2023-08-17,3,1,1,5,mid value costumers
4269,2368,51,39,22,37.3333333333333,14.571661996262929,2120,6,6314.2,2018-04-12,2,2,1,5,mid value costumers
4270,2358,76,37,28,47,25.514701644346147,1581,18,6556.65,2019-10-03,2,2,1,5,mid value costumers
4272,2365,92,20,55,55.6666666666667,36.004629331980816,1309,18,5569.63,2020-07-01,1,2,1,4,low value costumers
4273,2365,2,28,21,17,13.45362404707371,40,75,19249.96,2023-12-22,3,1,1,5,mid value costumers
4274,2365,43,62,106,70.3333333333333,32.31614663497697,1721,19,4355.13,2019-05-16,2,2,1,5,mid value costumers
4275,2365,148,49,6,67.6666666666667,72.8171225285189,2050,6,1399.83,2018-06-21,2,2,1,5,mid value costumers
4276,2358,82,169,77,109.333333333333,51.73329037798904,813,72,38928.1,2021-11-09,1,1,1,3,low value costumers
4277,2365,4,35,9,16,16.64331697709324,1,185,140817.39,2024-01-30,3,3,2,8,high value costumers
4279,2360,35,28,111,58,46.03259714593562,1807,21,11540.8,2019-02-19,2,2,1,5,mid value costumers
4281,2352,76,43,113,77.3333333333333,35.019042438840806,524,45,16805.4,2022-08-25,3,2,1,6,mid value costumers
4282,2364,14,168,25,69,85.9127464349732,1556,9,5260.2,2019-10-28,2,2,1,5,mid value costumers
4283,2364,8,25,18,17,8.54400374531753,2135,18,13208.6,2018-03-28,2,2,1,5,mid value costumers
4285,2276,172,183,134,163,25.709920264364882,1787,4,710.25,2019-03-11,2,2,1,5,mid value costumers
4286,2361,18,7,9,11.3333333333333,5.8594652770823155,1758,28,17377.72,2019-04-09,2,2,1,5,mid value costumers
4293,2351,13,13,36,20.6666666666667,13.279056191361393,2031,14,3559.55,2018-07-10,2,2,1,5,mid value costumers
4295,2358,61,44,23,42.6666666666667,19.03505538035898,1505,13,3859.3,2019-12-18,2,2,1,5,mid value costumers
4297,2358,2,7,2,3.66666666666667,2.886751345948129,2224,21,10676.09,2017-12-29,2,2,1,5,mid value costumers
4298,2357,13,146,90,83,66.7757440991862,1275,11,1988.78,2020-08-04,1,2,1,4,low value costumers
4300,2353,35,15,35,28.3333333333333,11.547005383792516,664,40,13918.86,2022-04-07,1,2,1,4,low value costumers
4302,2353,49,55,57,53.6666666666667,4.163331998932265,1686,15,3116.6,2019-06-20,2,2,1,5,mid value costumers
4303,2353,29,25,29,27.6666666666667,2.309401076758503,21,70,19969.18,2024-01-10,3,1,1,5,mid value costumers
4305,2352,272,25,115,137.333333333333,125.00533321956041,884,12,18212.079999999998,2021-08-30,1,2,1,4,low value costumers
4306,2353,62,219,42,107.666666666667,96.93468591445135,1981,6,1318.28,2018-08-29,2,2,1,5,mid value costumers
4308,2347,56,12,2,23.3333333333333,28.728615235220325,996,119,50907.97,2021-05-10,1,1,1,3,low value costumers
4309,2351,73,126,12,70.3333333333333,57.046764442283084,2007,8,1786.51,2018-08-03,2,2,1,5,mid value costumers
4311,2351,388,514,437,446.333333333333,63.51640208114227,916,5,10839,2021-07-29,1,2,1,4,low value costumers
4315,2351,23,30,34,29,5.5677643628300215,992,51,27708.87,2021-05-14,1,2,1,4,low value costumers
4316,2340,367,62,28,152.333333333333,186.68243980978323,1868,5,1685.31,2018-12-20,2,2,1,5,mid value costumers
4320,2347,13,1,27,13.6666666666667,13.012814197295423,2193,26,22128.54,2018-01-29,2,2,1,5,mid value costumers
4321,2338,43,49,14,35.3333333333333,18.717193521821944,2232,4,2033.12,2017-12-21,2,2,1,5,mid value costumers
4326,2345,3,154,336,164.333333333333,166.74031706019193,289,52,61095.38,2023-04-17,3,2,1,6,mid value costumers
4332,2345,21,9,152,60.6666666666667,79.32422916948725,1848,10,5244.4000000000005,2019-01-09,2,2,1,5,mid value costumers
4333,2345,8,14,20,14,6,2303,4,1220.42,2017-10-11,2,2,1,5,mid value costumers
4335,2336,112,35,42,63,42.579337712087536,2057,6,952.17,2018-06-14,2,2,1,5,mid value costumers
4337,2344,164,39,44,82.3333333333333,70.76957915187381,223,12,46862.92,2023-06-22,3,2,1,6,mid value costumers
4339,2344,11,16,60,29,26.962937525425527,1913,15,4396.51,2018-11-05,2,2,1,5,mid value costumers
4341,2342,16,93,2,37,49,2231,4,595.25,2017-12-22,2,2,1,5,mid value costumers
4346,2339,49,6,7,20.6666666666667,24.54248017893329,930,73,35857.75,2021-07-15,1,1,1,3,low value costumers
4347,2339,33,29,30,30.6666666666667,2.0816659994661326,1974,6,1573.9,2018-09-05,2,2,1,5,mid value costumers
4350,2339,23,28,21,24,3.605551275463989,2253,6,1789.35,2017-11-30,2,2,1,5,mid value costumers
4356,2336,18,18,8,14.6666666666667,5.773502691896258,2168,10,4505.45,2018-02-23,2,2,1,5,mid value costumers
4357,2332,44,34,14,30.6666666666667,15.275252316519467,2218,6,1455.96,2018-01-04,2,2,1,5,mid value costumers
4359,2333,28,31,14,24.3333333333333,9.0737717258774655,2260,4,722.02,2017-11-23,2,2,1,5,mid value costumers
4361,2333,78,33,22,44.3333333333333,29.670411748631555,1708,56,11811.28,2019-05-29,2,1,1,4,low value costumers
4362,2330,132,2,48,60.6666666666667,65.9191423892433,462,48,12923.57,2022-10-26,3,2,1,6,mid value costumers
4364,2332,31,49,104,61.3333333333333,38.03068936179481,1350,11,2004.74,2020-05-21,1,2,1,4,low value costumers
4368,2322,21,21,7,16.3333333333333,8.082903768654761,1912,30,14555.15,2018-11-06,2,2,1,5,mid value costumers
4372,1545,90,11,5,35.3333333333333,47.43767841424508,1322,6,1455,2020-06-18,1,2,1,4,low value costumers
4373,2329,15,22,282,106.333333333333,152.17205174845128,1104,24,6016.2300000000005,2021-01-22,1,2,1,4,low value costumers
4376,2326,53,66,35,51.3333333333333,15.56705923844749,2136,5,1304.97,2018-03-27,2,2,1,5,mid value costumers
4377,2325,44,28,21,31,11.789826122551595,2079,11,2156.7,2018-05-23,2,2,1,5,mid value costumers
4378,2325,104,141,90,111.666666666667,26.350205565295564,471,66,39355.02,2022-10-17,3,1,1,5,mid value costumers
4380,2324,9,41,27,25.6666666666667,16.041612554021285,1553,29,5956.99,2019-10-31,2,2,1,5,mid value costumers
4382,2323,5,1,28,11.3333333333333,14.571661996262929,22,53,116191.32,2024-01-09,3,2,2,7,high value costumers
4385,2323,11,106,77,64.6666666666667,48.686069191641806,1976,8,1612.47,2018-09-03,2,2,1,5,mid value costumers
4388,2323,105,77,34,72,35.76310948449533,2088,5,948.03,2018-05-14,2,2,1,5,mid value costumers
4390,2318,52,15,65,44,25.942243542145693,1934,8,6382.97,2018-10-15,2,2,1,5,mid value costumers
4391,2319,50,46,29,41.6666666666667,11.150485789118488,1429,14,12407.5,2020-03-03,1,2,1,4,low value costumers
4393,2316,99,20,36,51.6666666666667,41.76521678781679,2134,7,1098.62,2018-03-29,2,2,1,5,mid value costumers
4395,2318,9,8,6,7.66666666666667,1.5275252316519468,2231,10,15805.9,2017-12-22,2,2,1,5,mid value costumers
4397,2318,48,21,51,40,16.522711641858304,50,36,29544.29,2023-12-12,3,2,1,6,mid value costumers
